,x,y,"('MACCS', 'bac')","('MACCS', 'bac_gtc')","('MACCS', 'bac_murcko')","('MACCS', 'bac_murcko_generic')","('KR', 'bac')","('KR', 'bac_gtc')","('KR', 'bac_murcko')","('KR', 'bac_murcko_generic')","('MolPrint2D', 'bac')","('MolPrint2D', 'bac_gtc')","('MolPrint2D', 'bac_murcko')","('MolPrint2D', 'bac_murcko_generic')","('EState', 'bac')","('EState', 'bac_gtc')","('EState', 'bac_murcko')","('EState', 'bac_murcko_generic')","('AllSMILESNgram', 'bac')","('AllSMILESNgram', 'bac_gtc')","('AllSMILESNgram', 'bac_murcko')","('AllSMILESNgram', 'bac_murcko_generic')","('ShortestPathCycles', 'bac')","('ShortestPathCycles', 'bac_gtc')","('ShortestPathCycles', 'bac_murcko')","('ShortestPathCycles', 'bac_murcko_generic')"
CHEMBL104832,23.4317698945,13.4052458715,1,0,2,0,3,1,1,2,3,3,3,3,2,1,1,3,1,1,2,2,2,4,2,3
CHEMBL105011,23.4338193982,13.4174050921,1,0,2,0,3,1,1,2,3,3,3,3,0,1,1,3,1,1,2,2,2,4,2,3
CHEMBL105172,28.2671768704,9.44181858885,1,0,2,0,3,1,1,2,3,3,3,3,2,1,1,3,1,1,2,2,2,1,2,3
CHEMBL105304,25.2988380336,12.7967326818,1,0,2,0,3,1,1,2,3,3,3,3,0,1,1,3,1,1,2,2,2,1,2,3
CHEMBL105317,28.2902543169,9.3162619956,0,3,2,0,3,1,1,2,3,3,3,3,0,2,1,3,1,1,2,2,2,1,2,3
CHEMBL105354,28.3191713324,9.65849097633,1,0,2,0,3,1,1,2,3,3,3,3,0,1,1,3,1,1,2,2,2,1,2,3
CHEMBL105454,28.404523511,9.59939787462,1,0,2,0,3,1,1,2,3,3,3,3,2,1,1,3,1,1,2,2,2,1,2,3
CHEMBL105509,-6.34936911515,18.2937805154,3,3,3,2,2,3,2,0,1,2,1,0,3,1,3,0,3,2,1,1,3,2,0,0
CHEMBL105512,-4.88749996013,-6.82452287042,2,3,3,2,2,3,2,0,1,2,4,0,1,0,3,0,3,2,1,1,3,2,0,0
CHEMBL105595,25.8567948805,9.8818012252,1,0,2,0,3,1,1,2,3,3,3,3,2,3,1,3,1,1,2,2,2,1,2,3
CHEMBL105601,28.4930104052,9.4219350412,1,0,2,0,3,1,1,2,3,3,3,3,2,1,1,3,1,1,2,2,2,1,2,3
CHEMBL105623,-10.2546997221,16.1143965882,3,4,4,3,2,4,2,0,4,4,4,4,3,1,0,1,4,4,4,4,1,4,4,4
CHEMBL105625,25.7412699912,8.96813612332,2,0,2,0,3,1,1,2,3,3,3,3,2,2,1,3,1,1,2,2,2,1,2,3
CHEMBL10570,-4.31551082121,12.887571042,3,3,1,2,2,3,2,0,1,2,1,0,3,2,0,0,3,2,1,1,3,3,0,0
CHEMBL105745,27.1278538905,10.9916386427,1,0,2,0,3,1,1,2,3,3,3,3,0,2,1,3,1,1,2,2,2,1,2,3
CHEMBL105977,-6.3489981026,18.2853625867,3,3,3,2,2,3,2,0,1,2,1,0,3,1,3,0,3,2,1,1,3,2,0,0
CHEMBL106007,25.149733438,10.5003989622,1,0,2,0,3,1,1,2,3,3,3,3,2,2,1,3,1,1,2,2,2,1,2,3
CHEMBL106047,-5.65393516732,16.3845844309,3,3,1,2,2,3,2,0,1,2,1,0,3,1,0,0,3,2,1,1,3,2,0,0
CHEMBL106067,25.2220159144,9.17671799571,1,0,2,0,3,1,1,2,3,3,3,3,2,1,1,3,1,1,2,2,2,1,2,3
CHEMBL106119,30.9155874904,8.90824891712,1,0,2,0,3,1,1,2,3,3,3,3,2,1,1,3,1,1,2,2,2,1,2,3
CHEMBL106169,28.4038718191,9.6010151583,1,0,2,0,3,1,1,2,3,3,3,3,0,1,1,3,1,1,2,2,2,1,2,3
CHEMBL106208,25.229859193,12.7951041025,0,3,2,0,3,1,1,2,3,3,3,3,2,1,1,3,1,1,2,2,2,1,2,3
CHEMBL106283,-13.0739997011,11.0922532855,0,0,0,1,4,1,4,4,3,3,4,4,2,3,2,4,2,3,4,4,4,4,4,4
CHEMBL1065,-18.9647879141,-3.50082260557,4,3,3,2,4,1,3,0,3,4,3,0,4,1,2,4,3,4,4,4,3,4,3,0
CHEMBL106598,25.3041144098,9.42093750577,1,0,2,0,3,1,1,2,3,3,3,3,2,1,1,3,1,1,2,2,2,1,2,3
CHEMBL106635,-16.4377386499,-1.76250567113,2,3,3,3,0,2,2,0,3,3,3,1,3,4,4,0,1,2,2,2,4,1,4,1
CHEMBL106660,-4.94096665164,1.46632023738,3,3,1,4,0,3,3,4,4,3,4,4,3,1,0,0,2,2,4,4,4,4,4,4
CHEMBL106737,12.8306650708,-3.57148277184,1,3,2,0,1,0,1,2,0,0,0,2,0,3,1,2,0,0,2,3,0,3,1,4
CHEMBL106742,23.4355608381,13.4261506845,1,0,2,0,3,1,1,2,3,3,3,3,0,1,1,3,1,1,2,2,2,4,2,3
CHEMBL106751,26.7670512876,12.9972631805,1,0,2,0,3,1,1,2,3,3,3,3,2,1,1,3,1,1,2,2,2,1,2,3
CHEMBL106827,26.845739774,10.8568533025,1,0,2,0,3,1,1,2,3,3,3,3,2,1,1,3,1,1,2,2,2,1,2,3
CHEMBL106862,27.9354177299,9.1618454498,0,3,2,0,3,1,1,2,3,3,3,3,0,3,1,3,1,1,2,2,2,1,2,3
CHEMBL106897,26.6005520125,11.216605725,1,0,2,0,3,1,1,2,3,3,3,3,2,1,1,3,1,1,2,2,2,1,2,3
CHEMBL106914,23.4140914422,13.4390306471,1,0,2,0,3,1,1,2,3,3,3,3,2,1,1,3,1,1,2,2,2,4,2,3
CHEMBL106916,27.7877366731,12.4132130763,1,0,2,0,3,1,1,2,3,3,3,3,2,1,1,3,1,1,2,2,2,1,2,3
CHEMBL106917,25.9157677545,9.041229791,4,1,2,0,3,1,1,2,3,3,3,3,2,2,1,3,1,1,2,2,2,1,2,3
CHEMBL106998,25.8486628502,7.81633813858,1,0,2,0,3,1,1,2,3,3,3,3,2,3,1,3,1,1,2,2,2,1,2,3
CHEMBL107020,25.3256523371,12.4949232069,1,0,2,0,3,1,1,2,3,3,3,3,2,1,1,3,1,1,2,2,2,1,2,3
CHEMBL107151,27.6723345562,10.391818509,1,0,2,0,3,1,1,2,3,3,3,3,2,1,1,3,1,1,2,2,2,1,2,3
CHEMBL107229,25.7749323467,9.04631524215,1,0,2,0,3,1,1,2,3,3,3,3,2,3,1,3,1,1,2,2,2,1,2,3
CHEMBL107338,26.0780201114,10.2963235361,1,0,2,0,3,1,1,2,3,3,3,3,2,1,1,3,1,1,2,2,2,1,2,3
CHEMBL107351,25.1549999073,9.1588583761,1,0,2,0,3,1,1,2,3,3,3,3,2,1,1,3,1,1,2,2,2,1,2,3
CHEMBL107384,26.7573803291,11.8853208177,1,0,2,0,3,1,1,2,3,3,3,3,2,1,1,3,1,1,2,2,2,1,2,3
CHEMBL107391,26.3200668181,12.2939538783,1,0,2,0,3,1,1,2,3,3,3,3,2,1,1,3,1,1,2,2,2,1,2,3
CHEMBL107529,-16.4649138231,1.64654502093,1,3,3,3,0,2,2,0,3,3,3,1,1,0,3,1,1,2,2,2,4,1,4,1
CHEMBL107631,27.0182088501,10.9190987421,1,0,2,0,3,1,1,2,3,3,3,3,0,3,1,3,1,1,2,2,2,1,2,3
CHEMBL1076586,-13.9104911526,-15.4608595797,1,3,0,0,3,3,1,3,3,4,2,2,2,2,2,4,4,2,3,2,4,4,3,3
CHEMBL107678,26.8715152645,10.8628837501,1,0,2,0,3,1,1,2,3,3,3,3,2,1,1,2,1,1,2,2,2,1,2,3
CHEMBL1077189,-7.99806422314,-11.2407094503,2,3,3,3,2,4,4,3,3,4,3,4,4,4,4,4,3,3,4,4,3,4,2,4
CHEMBL1077197,12.8154264449,-26.4280956054,1,0,2,0,3,3,3,3,4,3,4,4,0,3,2,2,1,0,2,3,2,1,2,3
CHEMBL1077344,11.7407212457,-25.4282459487,1,0,2,0,3,3,3,3,4,3,4,4,2,1,1,3,1,0,2,3,2,1,2,3
CHEMBL1077348,12.499405225,-26.105998474,1,0,2,0,3,3,3,3,4,3,4,4,0,1,1,3,1,0,2,3,2,1,2,3
CHEMBL107742,25.3541316264,12.8790597789,1,0,2,0,3,1,1,2,3,3,3,3,0,1,1,3,1,1,2,2,2,1,2,3
CHEMBL107755,25.7977918485,10.8454296855,1,0,2,0,3,1,1,2,3,3,3,3,2,1,1,3,1,1,2,2,2,4,2,3
CHEMBL107793,26.5290822925,11.8021588948,1,0,2,0,3,1,1,2,3,3,3,3,2,1,1,3,1,1,2,2,2,1,2,3
CHEMBL107804,25.3013532019,12.7825518173,1,0,2,0,3,1,1,2,3,3,3,3,2,1,1,3,1,1,2,2,2,1,2,3
CHEMBL1078207,-24.1577984186,1.07517949949,4,1,4,4,4,3,4,4,4,4,3,3,4,4,4,4,2,3,3,2,2,2,3,3
CHEMBL1078208,-24.1338771177,1.10453947878,4,1,4,4,4,3,4,4,4,4,3,3,4,3,4,4,2,3,3,2,2,2,3,3
CHEMBL1078491,-24.1177994876,1.11105629418,4,1,4,4,4,3,4,4,4,4,3,3,4,3,4,4,2,3,3,2,2,2,3,3
CHEMBL1078492,-23.9757812497,1.0757413402,4,1,4,4,4,3,4,4,4,4,3,3,4,4,4,4,2,3,3,2,2,2,3,3
CHEMBL1078595,-24.0909198851,1.11314260453,4,1,4,4,4,3,4,4,4,4,3,3,4,4,4,4,2,3,3,2,2,2,3,3
CHEMBL1079190,12.1551061697,-25.9338318556,1,0,2,0,3,3,3,3,4,3,4,4,2,1,1,2,1,0,2,3,2,1,2,3
CHEMBL1079191,12.9073727257,-25.8612724821,1,0,2,0,3,3,3,3,4,3,4,4,2,1,1,3,1,0,2,3,2,1,2,3
CHEMBL1079311,-24.1441349095,1.09250333825,4,1,4,4,4,3,4,4,4,4,3,3,4,3,4,4,2,3,3,2,2,2,3,3
CHEMBL1079461,-0.374549783377,-15.7512442758,2,0,4,3,0,4,2,0,4,3,4,3,1,0,3,1,4,3,4,4,3,3,4,3
CHEMBL1079462,-1.56596747478,-15.9188001566,2,0,4,3,0,4,2,0,4,3,4,3,1,0,3,1,4,3,4,4,3,3,4,3
CHEMBL1079475,-0.645753474809,-18.5746244592,2,3,4,3,0,4,2,0,4,3,4,3,1,0,3,1,4,3,4,4,3,3,4,3
CHEMBL1079480,-0.637912924211,-18.5526188725,2,3,4,3,0,4,2,0,4,3,4,3,1,0,3,1,4,3,4,4,3,3,4,3
CHEMBL1079481,-0.876883469243,-19.5998113552,2,0,4,3,0,4,2,0,4,3,4,3,1,0,3,1,4,3,4,4,3,3,4,3
CHEMBL1079494,-3.07851544405,-15.5385505315,2,0,4,3,0,4,2,0,4,3,4,3,1,0,3,1,4,3,4,4,3,3,4,3
CHEMBL1079497,8.98673825374,20.1888310739,2,3,4,3,0,4,2,0,4,3,4,3,1,0,3,1,4,3,4,4,3,3,4,3
CHEMBL1079577,8.96968242588,20.1924020424,2,3,4,3,0,4,2,0,4,3,4,3,1,0,3,1,4,3,4,4,3,3,4,3
CHEMBL1079578,8.96425915522,20.1784832712,2,3,4,3,0,4,2,0,4,3,4,3,1,0,3,1,4,3,4,4,3,3,4,3
CHEMBL107962,26.2244931794,10.7949342891,1,0,2,0,3,1,1,2,3,3,3,3,2,4,1,3,1,1,2,2,2,1,2,3
CHEMBL1079639,-0.662350582462,-18.4793666744,2,0,4,3,0,4,2,0,4,3,4,3,1,0,3,1,4,3,4,4,3,3,4,3
CHEMBL1079640,-0.620255940595,-18.6173419812,2,3,4,3,0,4,2,0,4,3,4,3,1,0,3,1,4,3,4,4,3,3,4,3
CHEMBL1079667,-1.01462667079,-15.4990363886,2,0,4,3,0,4,2,0,4,3,4,3,1,0,3,1,4,3,4,4,3,3,4,3
CHEMBL107973,2.35163709794,-27.0547439116,4,0,4,4,4,4,4,4,2,4,3,3,0,0,3,3,4,4,4,4,4,2,4,4
CHEMBL107974,0.377155115096,-27.121004076,4,4,4,4,4,4,4,4,2,4,3,3,1,0,3,3,4,4,4,4,4,2,4,4
CHEMBL1079814,-2.53619501561,-16.15910671,2,0,4,3,0,4,2,0,4,3,4,3,1,0,3,1,4,3,4,4,3,3,4,3
CHEMBL1079822,-2.74986770155,-15.9817457786,2,0,4,3,0,4,2,0,4,3,4,3,1,0,3,1,4,3,4,4,3,3,4,3
CHEMBL1079823,-0.829327280979,-17.4853778013,2,0,4,3,0,4,2,0,4,3,4,3,1,0,3,1,4,3,4,4,3,3,4,3
CHEMBL1079824,-0.829328861391,-17.4853697839,2,0,4,3,0,4,2,0,4,3,4,3,1,0,3,1,4,3,4,4,3,3,4,3
CHEMBL1079837,-1.08087796321,-15.7718842929,2,0,4,3,0,4,2,0,4,3,4,3,1,0,3,1,4,3,4,4,3,3,4,3
CHEMBL107988,3.31568858298,-25.8857298075,4,0,4,4,4,4,4,4,2,4,3,3,0,0,3,3,4,4,4,4,4,2,4,4
CHEMBL1079938,-2.52948039988,-16.1129960274,2,0,4,3,0,4,2,0,4,3,4,3,1,0,3,1,4,3,4,4,3,3,4,3
CHEMBL1079980,-2.98424015438,-15.8842021542,2,0,4,3,0,4,2,0,4,3,4,3,1,0,3,1,4,3,4,4,3,3,4,3
CHEMBL1080046,-24.2756828879,1.17228874572,4,1,4,4,4,3,4,4,4,4,3,3,4,3,4,4,2,3,3,2,2,2,3,3
CHEMBL108011,28.2881905614,9.43293032282,1,0,2,0,3,1,1,2,3,3,3,3,2,1,1,3,1,1,2,2,2,1,2,3
CHEMBL1080117,8.97010345805,20.199135211,2,3,4,3,0,4,2,0,4,3,4,3,1,0,3,1,4,3,4,4,3,3,4,3
CHEMBL1080126,-1.17999736021,-16.0980842419,2,0,4,3,0,4,2,0,4,3,4,3,1,0,3,1,4,3,4,4,3,3,4,3
CHEMBL1080155,-13.9112975037,-15.4639897461,1,3,0,0,3,3,1,3,3,4,2,2,2,3,2,4,4,2,3,2,4,4,3,3
CHEMBL1080164,9.12199891568,19.8693702224,2,3,4,3,0,4,2,0,4,3,4,3,1,0,3,1,4,3,4,4,3,3,4,3
CHEMBL1080165,9.12199884753,19.8693698759,2,3,4,3,0,4,2,0,4,3,4,3,1,0,3,1,4,3,4,4,3,3,4,3
CHEMBL1080189,-2.23083647264,-16.0765056007,2,0,4,3,0,4,2,0,4,3,4,3,1,0,3,1,4,3,4,4,3,3,4,3
CHEMBL1080293,8.97108998224,20.1746084322,2,3,4,3,0,4,2,0,4,3,4,3,1,0,3,1,4,3,4,4,3,3,4,3
CHEMBL1080389,-13.9093739846,-15.4543143837,1,3,0,0,3,3,1,3,3,4,2,2,2,3,2,4,4,2,3,2,4,4,3,3
CHEMBL1080489,-3.29188719759,-15.6467714267,2,0,4,3,0,4,2,0,4,3,4,3,1,0,3,1,4,3,4,4,3,3,4,3
CHEMBL1080490,-4.18205078708,-15.7924795946,2,0,4,3,0,4,2,0,4,3,4,3,1,0,3,1,4,3,4,4,3,3,4,3
CHEMBL1080556,-13.913807825,-15.4639730438,1,3,0,0,3,3,1,3,3,4,2,2,0,3,2,4,4,2,3,2,4,4,3,3
CHEMBL1080735,-13.9124069679,-15.4579880828,1,3,0,0,3,3,1,3,3,4,2,2,2,3,2,4,4,2,3,2,4,4,3,3
CHEMBL1080755,-13.9114033279,-15.464342956,1,3,0,0,3,3,1,3,3,4,2,2,2,3,2,4,4,2,3,2,4,4,3,3
CHEMBL1080846,-2.94331984774,-15.6469717837,2,0,4,3,0,4,2,0,4,3,4,3,1,0,3,1,4,3,4,4,3,3,4,3
CHEMBL1080907,-13.9110833721,-15.4583083824,1,3,0,0,3,3,1,3,3,4,2,2,0,3,2,4,4,2,3,2,4,4,3,3
CHEMBL1080926,-13.9069481779,-15.4517623716,1,3,0,0,3,3,1,3,3,4,2,2,2,3,2,4,4,2,3,2,4,4,3,3
CHEMBL1081023,-3.97749570186,-16.3255600331,2,0,4,3,0,4,2,0,4,3,4,3,1,0,3,1,4,3,4,4,3,3,4,3
CHEMBL1081203,8.99741719947,20.2132862013,2,3,4,3,0,4,2,0,4,3,4,3,1,0,3,1,4,3,4,4,3,3,4,3
CHEMBL1081212,-13.9087138078,-15.466565574,1,3,0,0,3,3,1,3,3,4,2,2,0,3,2,4,4,2,3,2,4,4,3,3
CHEMBL1081237,8.96385731653,20.1926257955,2,3,4,3,0,4,2,0,4,3,4,3,1,0,3,1,4,3,4,4,3,3,4,3
CHEMBL1081254,-13.907965605,-15.4667198146,1,3,0,0,3,3,1,3,3,4,2,2,0,3,2,4,4,2,3,2,4,4,3,3
CHEMBL1081309,12.9907710859,-26.0433398197,1,0,2,0,3,3,3,3,4,3,4,4,2,1,1,3,1,0,2,3,2,1,2,3
CHEMBL1081310,13.6324822872,-26.1066706132,1,0,2,0,3,3,3,3,4,3,4,4,0,1,1,3,1,0,2,3,2,1,2,3
CHEMBL1081311,14.0130059721,-26.1014459104,1,0,2,0,3,3,3,3,4,3,4,4,0,1,1,3,1,0,2,3,2,1,2,3
CHEMBL1081401,8.98290257644,20.2064423396,2,3,4,3,0,4,2,0,4,3,4,3,1,0,3,1,4,3,4,4,3,3,4,3
CHEMBL1081408,-2.60820815841,-15.9189798954,2,0,4,3,0,4,2,0,4,3,4,3,1,0,3,1,4,3,4,4,3,3,4,3
CHEMBL1081409,-0.864535916583,-17.7513877203,2,0,4,3,0,4,2,0,4,3,4,3,1,0,3,1,4,3,4,4,3,3,4,3
