,x,y,"('MACCS', 'bac')","('MACCS', 'bac_gtc')","('MACCS', 'bac_murcko')","('MACCS', 'bac_murcko_generic')","('KR', 'bac')","('KR', 'bac_gtc')","('KR', 'bac_murcko')","('KR', 'bac_murcko_generic')","('MolPrint2D', 'bac')","('MolPrint2D', 'bac_gtc')","('MolPrint2D', 'bac_murcko')","('MolPrint2D', 'bac_murcko_generic')","('EState', 'bac')","('EState', 'bac_gtc')","('EState', 'bac_murcko')","('EState', 'bac_murcko_generic')","('AllSMILESNgram', 'bac')","('AllSMILESNgram', 'bac_gtc')","('AllSMILESNgram', 'bac_murcko')","('AllSMILESNgram', 'bac_murcko_generic')","('ShortestPathCycles', 'bac')","('ShortestPathCycles', 'bac_gtc')","('ShortestPathCycles', 'bac_murcko')","('ShortestPathCycles', 'bac_murcko_generic')"
CHEMBL116448,-35.9073174269,32.8652120153,3,0,1,0,1,0,0,0,2,2,0,2,0,1,1,0,1,2,0,3,2,3,4,3
CHEMBL1181770,26.9398734251,38.8826341839,4,3,4,4,0,1,1,2,3,4,4,4,2,3,0,3,4,4,4,4,4,4,4,4
CHEMBL1209157,16.3627718671,12.4353850051,2,3,4,2,3,3,3,4,4,4,4,4,1,3,3,2,4,3,4,4,3,4,4,4
CHEMBL1224527,33.065563785,-35.2167320591,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4
CHEMBL12259,5.46914085145,16.3564034962,0,3,0,1,0,2,2,1,0,0,1,3,4,1,0,1,0,1,2,1,0,1,2,2
CHEMBL12264,-42.3637801462,31.1629103759,3,0,1,4,1,0,0,0,2,2,0,2,0,1,1,0,1,2,0,3,2,3,4,3
CHEMBL12314,21.3609834236,21.4734924279,4,0,4,4,1,3,0,2,3,4,3,0,0,3,1,3,4,4,4,2,3,3,4,3
CHEMBL12389,-42.4722688282,30.6241209077,3,0,1,4,1,0,0,0,2,2,0,2,0,3,1,0,1,2,0,3,2,3,4,3
CHEMBL12427,24.1546650681,-50.3498628664,0,3,0,1,2,1,1,2,1,0,2,2,2,1,2,1,0,1,2,1,1,0,2,2
CHEMBL1242923,-12.2363896087,-7.32801096138,1,3,2,2,2,3,3,2,1,4,2,4,4,3,0,3,0,3,2,1,0,4,2,4
CHEMBL1242950,-6.06643347498,-3.53580066366,2,4,4,4,2,3,3,2,4,4,0,4,4,3,0,1,3,3,0,4,2,4,4,4
CHEMBL1255588,1.96767257296,53.3485571686,2,3,4,4,2,3,3,2,4,4,4,4,1,1,4,4,3,4,4,4,3,4,4,4
CHEMBL125745,25.5207558206,25.1749973436,4,1,4,4,4,4,4,4,3,3,3,3,4,0,1,3,3,2,4,4,3,4,0,1
CHEMBL1258223,46.6286598462,-3.15760388156,2,3,3,3,2,3,3,2,4,4,3,4,4,3,0,3,3,3,0,4,2,4,2,3
CHEMBL1258452,43.74836368,-3.42858061755,2,0,3,3,2,3,3,2,4,4,3,4,4,3,0,1,3,3,0,4,2,4,2,3
CHEMBL1258671,46.1658101458,-3.37425177405,2,3,3,3,2,3,3,2,4,4,3,4,4,3,0,3,3,3,0,4,2,4,2,3
CHEMBL12624,-35.0431900631,29.7284908072,3,0,1,0,1,0,0,0,2,2,0,2,0,1,1,0,1,2,0,3,2,3,4,3
CHEMBL126340,24.6879452266,32.4836050346,3,1,4,4,4,4,4,4,3,3,3,3,1,3,1,3,3,2,4,4,3,4,4,4
CHEMBL12654,-42.95444027,30.766972384,3,0,1,4,1,0,0,0,2,2,0,2,0,3,1,0,1,2,0,3,2,3,4,3
CHEMBL12702,22.9678449335,-53.3551475959,0,3,0,1,2,1,1,2,1,0,2,2,2,1,2,1,0,1,2,1,1,0,2,2
CHEMBL127411,27.0974623641,23.7965218119,3,1,4,4,4,4,4,4,3,4,3,3,1,1,1,0,3,4,4,4,3,4,4,4
CHEMBL1275630,-43.4173145464,16.6347155158,3,1,1,0,4,3,4,3,1,1,2,3,0,3,1,0,3,2,1,4,2,2,3,3
CHEMBL12771,-34.0630126411,28.5037226415,3,0,1,4,1,0,0,0,2,2,0,2,0,1,1,0,1,2,0,3,2,3,4,3
CHEMBL1277104,-43.6497484729,17.9673474593,3,1,1,0,3,3,4,3,1,1,2,3,0,3,1,0,3,2,1,4,2,2,3,3
CHEMBL1277105,-47.3013095664,18.6033731797,3,1,1,0,4,3,4,3,1,1,2,3,0,0,1,0,3,2,1,4,2,2,3,3
CHEMBL1277565,-45.6780163998,12.9381619335,3,1,1,0,4,3,4,3,1,1,2,3,0,3,1,0,3,2,1,4,2,2,3,3
CHEMBL12777,-38.7960433401,31.8570671603,3,0,1,4,1,0,0,0,2,2,0,2,0,3,1,0,1,2,0,3,2,3,4,3
CHEMBL1277837,-46.3430257387,14.9977886991,3,1,1,0,4,3,4,3,1,1,2,3,0,3,1,0,3,2,1,4,2,2,3,3
CHEMBL1277917,-43.0366473553,17.7306100872,3,1,1,0,3,3,4,3,1,1,2,3,0,3,1,2,3,2,1,4,2,2,3,3
CHEMBL1278001,-46.6596100775,12.3227958451,3,1,1,0,4,3,4,3,1,1,2,3,0,0,1,0,3,2,1,4,2,2,3,3
CHEMBL12846,26.4362868641,-54.7708868928,0,3,0,1,2,1,1,2,1,3,2,2,2,1,2,1,0,1,2,1,1,0,2,2
CHEMBL13049,-40.208232621,37.3403371293,3,0,1,4,1,0,0,0,2,4,0,2,0,3,1,0,1,2,0,3,2,3,4,3
CHEMBL13052,19.7311409354,-51.6572847006,0,3,0,1,2,1,1,2,1,0,2,2,2,1,2,1,0,1,2,1,1,0,2,2
CHEMBL131495,15.7751998722,-36.6277541258,0,3,2,2,2,3,3,3,3,3,4,4,3,3,1,3,0,3,2,1,2,4,4,4
CHEMBL1319488,-29.0407569663,-3.47310170368,4,1,4,4,4,4,4,4,4,3,4,4,4,0,4,4,3,2,4,4,3,4,4,4
CHEMBL1323386,-21.111917641,6.37183667789,4,1,4,4,4,4,4,4,4,4,4,4,3,1,1,0,3,4,4,4,2,4,4,4
CHEMBL1336,29.7424443657,-2.23913021863,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4
CHEMBL133868,27.1975647171,13.3889167069,4,3,4,4,4,4,4,4,3,4,4,4,4,2,4,4,4,4,4,4,3,4,4,4
CHEMBL137781,17.9529379999,6.77873080307,2,3,4,4,3,3,3,2,3,4,3,4,3,3,0,3,4,4,4,2,3,4,0,3
CHEMBL13816,20.8985602302,25.1026750259,2,3,2,4,3,3,3,2,3,4,3,4,3,3,0,3,4,4,4,2,3,3,4,3
CHEMBL138989,20.6883100397,12.3387420835,2,3,4,4,3,3,3,2,3,4,3,4,3,3,0,3,4,4,4,2,3,4,0,3
CHEMBL146942,32.2320937431,-33.7130139252,4,2,4,4,3,4,3,4,4,1,1,0,4,4,4,4,3,3,1,2,2,4,0,0
CHEMBL151858,-46.5347326719,33.7745956087,4,0,4,4,1,0,0,0,2,2,0,2,0,3,1,0,1,2,0,3,2,4,4,3
CHEMBL152292,-50.0400375594,29.1381385071,4,0,4,4,1,0,0,0,2,2,0,2,0,1,1,0,1,2,0,3,2,4,4,3
CHEMBL152595,-38.0922610145,34.6250651597,3,0,1,0,1,0,0,0,2,2,0,2,0,3,1,0,1,2,0,3,2,3,4,3
CHEMBL152873,-45.6553887624,33.668882073,4,0,4,4,1,0,0,0,2,2,0,2,0,3,1,0,1,2,0,3,2,4,4,3
CHEMBL153156,-33.2040570986,38.7851365461,3,0,1,0,1,0,0,0,2,2,0,2,0,1,1,0,1,2,0,3,2,3,4,3
CHEMBL153398,-29.0728942921,32.6197186697,3,0,1,0,1,0,0,0,2,2,0,2,0,1,1,0,1,2,0,3,2,3,4,3
CHEMBL154090,-48.8519598323,29.5480344027,4,0,4,4,1,0,0,0,2,2,0,4,0,1,1,0,1,4,0,4,2,4,4,4
CHEMBL154274,-34.4753718367,-15.0234715393,3,0,1,0,4,0,0,0,1,3,4,4,0,1,1,0,3,2,4,4,2,4,3,3
CHEMBL1548,51.839448189,-6.9567570283,4,4,4,4,4,4,4,4,4,4,3,0,4,4,4,4,4,4,4,2,4,4,0,0
CHEMBL1576791,-34.5969993167,-1.23072183255,4,1,4,4,4,4,4,4,4,3,4,4,4,0,4,4,3,2,4,4,3,4,4,4
CHEMBL157910,-34.4666145442,-14.5249195927,3,0,1,0,4,0,0,0,1,3,4,4,0,3,1,0,3,2,4,4,2,4,3,3
CHEMBL1580288,-20.7005900252,18.0321854031,4,1,4,0,4,4,4,4,4,3,4,4,3,1,1,0,3,4,4,4,4,3,4,4
CHEMBL158285,21.0343037557,44.7189260783,4,0,4,4,4,4,4,4,3,3,3,0,1,4,4,4,4,4,4,2,4,3,0,0
CHEMBL158287,28.2921726888,43.1841476669,4,0,4,4,4,4,4,4,3,3,4,0,1,3,3,2,4,4,4,2,4,4,4,0
CHEMBL158402,19.4548400659,47.1997155767,4,0,4,4,4,4,4,4,3,3,3,0,1,4,4,2,4,4,4,2,4,3,0,0
CHEMBL158627,23.7056599401,6.67265187394,4,0,4,4,2,3,4,4,3,4,4,4,2,3,2,3,4,4,4,4,3,4,4,4
CHEMBL158973,21.7638851991,50.3814880114,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
CHEMBL159143,17.7167806655,45.337050707,2,0,4,4,4,4,4,4,3,3,3,0,1,1,4,2,4,4,4,2,4,4,0,0
CHEMBL159223,28.8672392574,46.8000519593,4,0,4,4,4,4,4,4,3,4,4,0,3,3,3,2,4,4,4,2,4,3,4,0
CHEMBL15928,24.5008272069,-3.62605815225,1,3,2,2,3,2,4,3,1,3,4,4,2,3,0,2,2,2,3,0,2,3,3,4
CHEMBL160903,27.6634933859,49.2224807111,4,0,4,4,4,4,4,4,3,3,4,0,1,3,3,2,4,4,4,2,4,3,4,0
CHEMBL161031,25.0116375642,51.9743711042,4,0,4,4,4,4,4,4,3,3,4,4,1,4,3,2,4,4,4,2,4,3,4,1
CHEMBL161203,30.1887041106,51.430280352,4,4,4,4,4,4,4,4,3,3,4,4,1,4,3,2,4,4,4,2,4,4,4,1
CHEMBL161765,20.0462939087,45.8289512506,4,0,4,4,4,4,4,4,3,3,3,0,1,3,3,2,4,4,4,2,4,3,0,0
CHEMBL161846,28.2811621948,50.1562516673,4,0,4,4,4,4,4,4,3,3,4,0,1,3,3,4,4,4,4,2,4,4,4,0
CHEMBL162071,22.4598357544,43.6002198799,4,0,4,4,4,4,4,4,3,3,3,0,1,3,3,2,4,4,4,2,4,4,0,0
CHEMBL1631532,-35.1981981924,-26.2200653503,2,3,3,3,3,2,2,3,4,1,3,2,2,3,0,2,2,0,3,1,1,1,2,2
CHEMBL1631535,-36.2765928875,-22.4856564685,3,1,3,3,3,2,2,3,4,1,3,2,0,3,0,2,2,0,3,1,1,1,2,2
CHEMBL1631540,-37.7845688539,-25.3892224396,0,3,2,1,3,2,2,3,4,1,3,2,2,3,0,2,2,0,3,1,1,1,2,2
CHEMBL1631542,-40.0108473872,-24.2636848974,1,3,2,1,3,2,2,3,4,1,3,2,2,3,0,2,2,0,3,1,1,1,2,2
CHEMBL1631545,-33.5765222246,-25.1621404443,2,0,3,3,3,2,2,3,4,1,3,2,1,3,3,2,2,0,3,1,1,1,2,2
CHEMBL1632158,17.7060248501,5.25825948013,2,3,2,4,2,1,3,2,4,4,3,2,2,3,0,3,3,4,0,4,2,4,4,4
CHEMBL1632174,15.7985431287,2.05017073987,2,3,2,4,2,1,3,2,4,4,3,2,3,3,0,3,3,4,0,4,2,4,4,4
CHEMBL1632206,-37.9027066345,-22.0405613491,2,3,3,3,3,2,2,3,4,1,3,2,2,3,0,2,2,0,3,1,1,1,2,2
CHEMBL1632210,-36.5954220811,-25.5687746807,2,3,3,3,3,2,2,3,4,1,3,2,2,3,0,2,2,0,3,1,1,1,2,2
CHEMBL1632217,-33.2848727697,-24.9486669874,2,3,3,3,3,2,2,3,4,1,3,2,2,3,0,2,2,0,3,1,1,1,2,2
CHEMBL1632220,-37.8865645042,-27.0355050336,2,3,3,3,3,2,2,3,4,1,3,2,2,3,0,2,2,0,3,1,1,1,2,2
CHEMBL1632223,-37.4390344911,-24.7450055533,2,3,3,3,3,2,2,3,4,1,3,2,2,3,0,2,2,0,3,1,1,1,2,2
CHEMBL1644267,-38.6758968162,-11.6008336266,2,3,3,3,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,3,4,4,4
CHEMBL1672288,68.2691574245,1.86971006519,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4
CHEMBL177064,-48.5476382308,-17.1521200067,1,3,2,2,3,2,2,3,1,1,2,1,1,3,3,2,2,1,3,0,1,2,0,2
CHEMBL1774991,-13.0006623231,-39.5815260516,1,3,2,2,0,1,1,2,1,1,1,3,2,3,2,1,2,0,3,0,0,2,1,2
CHEMBL1774995,-12.9732745407,-39.8797748363,1,3,2,2,0,1,1,2,1,1,1,3,2,1,2,1,2,0,3,0,0,2,1,2
CHEMBL1782791,44.3139708736,-28.0848613238,4,3,3,3,3,2,3,3,4,1,3,3,4,1,3,3,3,1,3,1,2,2,0,2
CHEMBL1782792,46.5760586062,-31.5981902323,4,3,3,3,3,3,3,3,4,1,3,3,4,4,2,3,3,1,3,1,2,2,0,2
CHEMBL1782793,47.084873201,-26.7383543792,2,3,3,3,3,3,3,3,4,1,3,3,4,4,2,3,3,1,3,1,2,2,0,2
CHEMBL1782794,39.5370635208,-23.9266838567,2,3,3,3,2,3,3,3,4,1,3,3,4,3,0,3,3,1,3,1,2,2,0,2
CHEMBL1782795,40.7352403057,-28.1605799069,4,3,3,3,3,3,3,3,4,1,3,3,4,4,2,3,3,1,3,1,2,2,4,4
CHEMBL1782796,42.9794853616,-22.7613264573,2,3,3,3,3,2,3,3,4,1,3,3,3,1,3,3,3,1,3,1,2,2,0,2
CHEMBL1782797,45.6408247323,-24.2799877082,2,3,3,3,3,2,3,3,4,1,3,3,4,3,3,3,3,1,3,1,2,2,0,2
CHEMBL1782798,43.9673269344,-28.9053295451,4,0,3,3,3,3,3,3,4,1,3,3,4,3,3,3,3,1,3,1,2,2,0,2
CHEMBL1782799,42.30116712,-28.2578603396,4,0,3,3,3,3,3,3,4,1,3,3,4,1,3,3,3,1,3,1,2,2,0,2
CHEMBL1782800,44.0538752884,-22.2540671087,2,3,3,3,3,3,3,3,4,1,3,3,4,3,3,3,3,1,3,1,2,2,0,2
CHEMBL1782801,42.4491429986,-23.741010793,2,3,3,3,3,2,3,3,4,1,3,3,3,0,3,2,3,1,3,1,2,2,0,2
CHEMBL1782802,43.3797988082,-25.8468902457,4,3,3,3,3,3,3,3,4,1,3,3,4,4,2,3,3,1,3,1,2,2,0,2
CHEMBL1782803,45.5930284,-31.4717915821,4,3,3,3,3,3,3,3,4,1,3,3,4,4,2,3,3,1,3,1,2,2,0,2
CHEMBL1782804,45.8507675864,-36.0498215207,4,3,3,3,3,3,3,3,4,1,3,3,4,4,2,3,3,1,3,1,2,2,0,2
CHEMBL1782805,47.4126794478,-32.57238537,2,3,3,3,3,3,3,3,4,1,3,3,4,4,2,3,3,1,3,1,2,2,0,2
CHEMBL1782806,48.5937868162,-25.3959187546,4,3,3,3,3,3,3,3,4,1,3,3,4,4,2,3,3,1,3,1,2,2,0,2
CHEMBL1782807,48.3478732626,-27.0561495188,4,3,3,3,3,3,3,3,4,4,3,3,4,4,2,3,3,1,3,1,2,2,0,2
CHEMBL1782808,39.0609913101,-29.2717990165,2,3,3,3,3,3,3,3,4,1,3,3,4,4,2,3,3,1,3,1,2,2,4,4
CHEMBL1782809,37.9701705256,-25.4792207399,2,3,3,3,3,3,3,3,4,1,3,3,4,4,2,3,3,1,3,1,2,2,4,4
CHEMBL1782810,43.6740180213,-32.0750586056,4,3,3,3,3,3,3,3,4,1,3,3,4,4,2,3,3,1,3,1,2,2,4,4
CHEMBL1782811,38.7161905237,-31.4596864609,2,3,3,3,3,3,3,3,4,1,3,3,4,4,2,3,3,1,3,1,2,2,4,4
CHEMBL1782812,38.5496434456,-25.5749889283,2,3,3,3,2,3,3,3,4,1,3,3,4,4,2,3,3,1,3,1,2,2,4,4
CHEMBL1788231,-38.4142520443,35.6572959372,3,0,1,0,1,0,0,0,2,2,0,2,0,3,1,0,1,2,0,3,2,3,4,3
CHEMBL178870,23.6631231595,28.7165549,3,1,1,0,4,0,0,4,3,4,4,3,4,0,2,3,3,2,4,4,3,4,4,1
CHEMBL180086,-19.4052825941,-65.3681521216,4,2,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,3,4,4
CHEMBL180087,-11.160577539,-49.9488681791,4,2,4,4,4,4,4,4,4,4,4,0,4,2,4,4,4,4,4,2,4,3,4,0
CHEMBL180946,-20.8280240534,-53.8236970139,4,2,4,4,4,4,4,4,4,4,4,0,4,2,4,4,4,4,4,2,4,3,4,0
CHEMBL181066,20.3473496128,30.1638753558,3,1,1,0,4,4,0,4,3,4,4,3,4,0,2,3,3,2,4,4,3,4,0,1
CHEMBL181356,-21.8722375278,-48.1673088896,4,2,4,4,4,4,4,4,4,4,4,0,4,2,4,4,4,4,4,2,4,3,4,0
CHEMBL181605,-13.1771685962,-47.2198992813,4,2,4,4,4,4,4,4,4,4,4,0,4,2,4,4,4,4,4,2,4,3,4,0
CHEMBL181874,-44.9993898409,-14.9398469607,1,3,2,2,3,2,2,3,1,1,2,1,1,4,3,2,2,1,3,0,1,2,0,2
CHEMBL181950,-13.7795602034,-46.429120475,4,2,4,4,4,4,4,4,4,4,4,0,4,2,4,4,4,4,4,2,4,3,4,0
CHEMBL182006,-9.1108392365,-53.5603211744,4,2,4,4,4,4,4,4,4,4,4,0,4,2,4,4,4,4,4,2,4,3,4,0
CHEMBL182070,-13.7879726215,-60.3674841826,4,2,4,4,4,4,4,4,4,4,4,0,4,2,4,4,4,4,4,2,4,3,4,0
CHEMBL182071,-16.9878548556,-57.6601416401,4,2,4,4,4,4,4,4,4,4,4,0,4,2,4,4,4,4,4,2,4,3,4,0
CHEMBL182121,-24.4107456026,-64.090442476,4,2,4,4,4,4,4,4,4,4,4,0,4,2,4,4,4,4,4,2,4,3,4,0
CHEMBL182174,-22.7674771122,-58.5640399307,4,2,4,4,4,4,4,4,4,4,4,0,4,2,4,4,4,4,4,2,4,3,4,0
CHEMBL182322,-19.7529364831,-60.194631183,4,2,4,4,4,4,4,4,4,4,4,0,4,2,4,4,4,4,4,2,4,3,4,0
CHEMBL182356,-8.69296101212,-52.8627733614,4,2,4,4,4,4,4,4,4,4,4,0,4,2,4,4,4,4,4,2,4,3,4,0
CHEMBL182418,-21.5063166656,-53.0514381749,4,2,4,4,4,4,4,4,4,4,4,0,4,2,4,4,4,4,4,2,4,3,4,0
CHEMBL182561,-20.2036858537,-51.499605603,4,2,4,4,4,4,4,4,4,4,4,0,4,2,4,4,4,4,4,2,4,3,4,0
CHEMBL182680,-17.2697638175,-52.4755470348,4,2,4,4,4,4,4,4,4,4,4,0,4,2,4,4,4,4,4,2,4,3,4,0
CHEMBL182797,-21.3894688768,-61.3708093026,4,2,4,4,4,4,4,4,4,4,4,0,4,2,4,4,4,4,4,2,4,3,4,0
CHEMBL182805,-15.877322715,-55.2987953007,4,2,4,4,4,4,4,4,4,4,4,0,4,2,4,4,4,4,4,2,4,3,4,0
CHEMBL182840,-16.0985748251,-57.8099485112,4,3,4,4,4,4,4,4,4,4,4,0,1,2,4,4,4,4,4,2,4,3,4,0
CHEMBL182860,-16.4932115908,-45.986708702,4,2,4,4,4,4,4,4,4,4,4,0,4,2,4,4,4,4,4,2,4,3,4,0
CHEMBL182923,-13.291969564,-48.6753767826,4,2,4,4,4,4,4,4,4,4,4,0,4,2,4,4,4,4,4,2,4,3,4,0
CHEMBL182937,-22.8775253305,-55.1865509108,4,2,4,4,4,4,4,4,4,4,4,0,4,2,4,4,4,4,4,2,4,3,4,0
CHEMBL182938,-14.8294496327,-48.5256947323,4,2,4,4,4,4,4,4,4,4,4,0,4,2,4,4,4,4,4,2,4,3,4,0
CHEMBL182943,-19.7596296712,-48.1912572622,4,2,4,4,4,4,4,4,4,4,4,0,4,2,4,4,4,4,4,2,4,3,4,0
CHEMBL1829959,32.6180367016,26.9321169997,4,4,4,4,4,4,4,4,3,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4
CHEMBL183277,-19.4367532513,-56.9641059197,4,2,4,4,4,4,4,4,4,4,4,0,4,2,4,4,4,4,4,2,4,3,4,0
CHEMBL183329,37.263270811,37.6116375681,4,4,4,3,4,4,4,4,3,3,3,0,1,1,3,2,3,3,4,2,3,4,0,0
CHEMBL183347,-19.2064268217,-65.527306389,4,2,4,4,4,4,4,4,4,4,4,0,4,2,4,4,4,4,4,2,4,3,4,0
CHEMBL1834226,9.88870546788,-21.6967966268,4,1,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,2,4,4,4
CHEMBL183423,-15.4888403751,-49.9016664193,4,2,4,4,4,4,4,4,4,4,4,0,4,2,4,4,4,4,4,2,4,3,4,0
CHEMBL1834234,8.11163486723,-20.6250451638,4,1,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,2,4,4,4
CHEMBL183460,13.6673782299,-15.5567137127,1,3,2,2,2,3,3,2,4,4,3,2,2,3,0,3,1,3,3,4,4,3,3,3
CHEMBL183462,-13.6022403131,-65.0380695496,4,2,4,4,4,4,4,4,4,4,4,0,4,2,4,4,4,4,4,2,4,3,4,0
CHEMBL1836782,1.26704157767,-64.9389985642,0,3,0,1,2,1,1,1,1,0,2,1,4,1,2,1,0,1,2,0,1,2,2,0
CHEMBL1836783,7.20250867886,-59.6257241996,0,3,0,1,2,1,1,1,1,0,2,1,2,4,2,1,0,1,2,0,1,4,2,0
CHEMBL1836784,14.2141468133,-63.0860332704,0,3,0,1,2,1,1,1,1,0,2,1,2,3,2,1,0,1,2,0,1,0,2,0
CHEMBL1836785,7.36373738765,-69.2438185539,0,3,0,1,2,1,1,1,1,0,2,1,4,4,2,1,0,1,2,0,1,2,2,0
CHEMBL1836786,17.5674947674,-61.1368018367,0,3,0,1,2,1,1,1,1,0,2,1,2,3,2,1,0,1,2,0,1,0,2,0
CHEMBL1836787,18.2586078374,-70.1574157245,0,3,0,1,2,1,1,1,1,0,2,1,2,1,2,1,0,1,2,0,1,0,2,0
CHEMBL1836788,15.0717722345,-44.3139329034,0,3,0,1,2,1,1,1,1,3,2,1,4,4,0,1,0,1,2,0,1,2,2,0
CHEMBL1836789,17.5770291892,-45.1748460281,0,3,0,1,2,1,1,1,1,3,2,1,2,1,0,1,0,1,2,0,1,0,2,0
CHEMBL1836790,14.4668218099,-43.4977052731,0,3,0,1,2,1,1,1,1,3,2,1,4,4,0,1,0,1,2,0,1,2,2,0
CHEMBL1836791,20.0250430176,-60.850519041,0,3,0,1,2,1,1,1,1,3,2,1,4,4,2,1,0,1,2,0,1,2,2,0
CHEMBL1836792,20.350390593,-70.0536900627,0,3,0,1,2,1,1,1,1,3,2,1,4,4,2,1,0,1,2,0,1,2,2,0
CHEMBL1836793,21.0946197411,-68.8422635597,0,3,0,1,2,1,1,1,1,3,2,1,2,4,2,1,0,1,2,0,1,0,2,0
CHEMBL1836794,18.7015816985,-71.4968250154,0,3,0,1,2,1,1,1,1,3,2,1,4,4,2,1,0,1,2,0,1,2,2,0
CHEMBL1836856,10.1141315259,-69.3072605855,0,3,0,1,2,1,1,1,1,0,2,1,4,1,2,1,0,1,2,0,1,2,2,0
CHEMBL1836857,1.36632366325,-67.4401708474,0,3,0,1,2,1,1,1,1,0,2,1,4,4,2,1,0,1,2,0,1,2,2,0
CHEMBL1836858,4.02555441606,-58.513981624,0,3,0,1,2,1,1,1,1,0,2,1,2,4,2,1,0,1,2,0,1,0,2,0
CHEMBL1836859,8.73758460573,-65.5737138175,0,3,0,1,2,1,1,1,1,0,2,1,4,4,2,1,0,1,2,0,1,2,2,0
CHEMBL1836860,3.35430077619,-70.4262475838,0,3,0,1,2,1,1,1,1,0,2,1,4,4,2,1,0,1,2,0,1,2,2,0
CHEMBL183862,-24.8813782021,-50.2065573048,4,2,4,4,4,4,4,4,4,4,4,0,4,2,4,4,4,4,4,2,4,3,4,0
CHEMBL184607,-19.1118162975,-46.7664177696,4,2,4,4,4,4,4,4,4,4,4,0,4,2,4,4,4,4,4,2,4,3,4,0
CHEMBL184789,-17.3120082019,-46.6856692286,4,2,4,4,4,4,4,4,4,4,4,0,4,2,4,4,4,4,4,2,4,3,4,0
