,x,y,"('MACCS', 'bac')","('MACCS', 'bac_gtc')","('MACCS', 'bac_murcko')","('MACCS', 'bac_murcko_generic')","('KR', 'bac')","('KR', 'bac_gtc')","('KR', 'bac_murcko')","('KR', 'bac_murcko_generic')","('MolPrint2D', 'bac')","('MolPrint2D', 'bac_gtc')","('MolPrint2D', 'bac_murcko')","('MolPrint2D', 'bac_murcko_generic')","('EState', 'bac')","('EState', 'bac_gtc')","('EState', 'bac_murcko')","('EState', 'bac_murcko_generic')","('AllSMILESNgram', 'bac')","('AllSMILESNgram', 'bac_gtc')","('AllSMILESNgram', 'bac_murcko')","('AllSMILESNgram', 'bac_murcko_generic')","('ShortestPathCycles', 'bac')","('ShortestPathCycles', 'bac_gtc')","('ShortestPathCycles', 'bac_murcko')","('ShortestPathCycles', 'bac_murcko_generic')"
CHEMBL1076266,29.4143028695,19.0915216238,4,0,4,4,4,4,4,1,4,3,4,0,4,0,4,4,4,4,2,0,4,1,0,0
CHEMBL1076267,29.2248659284,17.7309596248,4,0,4,4,4,4,4,1,4,3,4,0,4,0,4,4,4,4,2,0,4,1,0,0
CHEMBL1076275,29.2237199017,19.2629486768,4,0,4,4,4,4,4,1,4,3,4,0,4,0,4,4,4,4,2,0,4,1,0,0
CHEMBL1076300,27.2999484118,18.3090567256,4,0,4,4,4,4,4,1,4,3,4,0,4,0,4,4,4,4,2,0,4,1,0,0
CHEMBL1078642,23.5641048571,-21.1282282501,4,0,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
CHEMBL107877,27.1340289947,-20.0077335327,4,0,4,4,4,4,4,1,4,4,4,0,4,0,4,4,4,4,4,0,4,4,4,1
CHEMBL1079516,13.4026233619,-29.9690548536,2,3,0,2,4,4,4,4,4,4,4,4,4,4,2,2,4,3,4,4,4,4,4,4
CHEMBL1079552,29.2237332238,19.2630435117,4,0,4,4,4,4,4,1,4,3,4,0,4,0,4,4,4,4,2,0,4,1,0,0
CHEMBL1079553,27.3227622541,18.3172876983,4,0,4,4,4,4,4,1,4,3,4,0,4,0,4,4,4,4,2,0,4,1,0,0
CHEMBL1079554,27.2999484101,18.3090567169,4,0,4,4,4,4,4,1,4,3,4,0,4,0,4,4,4,4,2,0,4,1,0,0
CHEMBL1079746,29.871568519,19.5221661043,4,0,4,4,4,4,4,1,4,3,4,0,4,0,4,4,4,4,2,0,4,1,0,0
CHEMBL1079747,29.1102072263,17.6977220659,4,0,4,4,4,4,4,1,4,3,4,0,4,0,4,4,4,4,2,0,4,1,0,0
CHEMBL1079748,29.2237290217,19.263047496,4,0,4,4,4,4,4,1,4,3,4,0,4,0,4,4,4,4,2,0,4,1,0,0
CHEMBL1079749,27.299967125,18.3090597339,4,0,4,4,4,4,4,1,4,3,4,0,4,0,4,4,4,4,2,0,4,1,0,0
CHEMBL1079918,27.2999487533,18.3090562636,4,0,4,4,4,4,4,1,4,3,4,0,4,0,4,4,4,4,2,0,4,1,0,0
CHEMBL1080089,27.5608198732,18.4140667589,4,0,4,4,4,4,4,1,4,3,4,0,4,0,4,4,4,4,2,0,4,1,0,0
CHEMBL1080090,27.5608070682,18.4135942522,4,0,4,4,4,4,4,1,4,3,4,0,4,0,4,4,4,4,2,0,4,1,0,0
CHEMBL1080262,29.2730312561,19.2803700751,4,0,4,4,4,4,4,1,4,3,4,0,4,0,4,4,4,4,2,0,4,1,0,0
CHEMBL1080263,27.3529574638,18.3039590128,4,0,4,4,4,4,4,1,4,3,4,0,4,0,4,4,4,4,2,0,4,1,0,0
CHEMBL1081541,29.1886844421,17.6901267701,4,0,4,4,4,4,4,1,4,3,4,0,4,0,4,4,4,4,2,0,4,1,0,0
CHEMBL1081680,14.5608596146,-31.4294066169,2,3,0,2,4,4,4,4,4,4,4,4,4,4,2,2,4,3,4,4,4,4,4,4
CHEMBL1081718,29.6225994358,17.4596958818,4,0,4,4,4,4,4,1,4,3,4,0,4,0,4,4,4,4,2,0,4,1,0,0
CHEMBL1081719,30.2311424058,17.0688720079,4,0,4,4,4,4,4,1,4,3,4,0,4,0,4,4,4,4,2,0,4,1,0,0
CHEMBL1081720,29.8868730065,19.5332917381,4,0,4,4,4,4,4,1,4,3,4,0,4,0,4,4,4,4,2,0,4,1,0,0
CHEMBL1081912,27.2999673792,18.3090597008,4,0,4,4,4,4,4,1,4,3,4,0,4,0,4,4,4,4,2,0,4,1,0,0
CHEMBL1082447,-10.3524673048,38.4012773455,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,4,3,2,3,2,3,2,0,2
CHEMBL1082488,-10.3783567397,37.0109137753,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1082489,-10.6985023817,39.6578696118,3,1,0,2,1,3,2,2,3,1,2,2,2,2,2,4,3,2,3,2,3,2,0,2
CHEMBL1082496,-10.6026598958,38.908583982,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,4,3,2,3,2,3,2,0,2
CHEMBL1082606,-6.17705540749,39.4479686014,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1082781,-10.4923537971,37.3435951489,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,4,3,2,3,2,3,2,0,2
CHEMBL1083274,-11.3920948711,36.3806327305,2,1,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1083406,-10.3346269536,39.6439935146,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,4,3,2,3,2,3,2,0,2
CHEMBL1083407,-10.1960051619,38.7467975623,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,4,3,2,3,2,3,2,0,2
CHEMBL1083447,-11.7045174077,39.4485380662,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1083448,-9.52927508327,40.2100189337,2,1,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1083462,-13.3630406298,38.1052930305,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1083463,-12.9949355326,38.2193424015,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1083562,-7.44848939554,40.0826273566,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1084294,-9.23160325885,41.5126741211,2,3,0,2,1,3,2,2,3,1,2,2,2,4,2,2,3,2,3,2,3,2,0,2
CHEMBL1084314,-11.5393208629,39.465592696,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1084383,-6.95838966124,37.5199848542,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1084384,-10.5963518013,40.6140479711,2,3,0,2,1,3,2,2,3,1,2,2,2,2,3,2,3,2,3,2,3,2,0,2
CHEMBL1084385,-10.8349979399,36.8315447004,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1084559,-6.80321602403,38.7315133432,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1084560,-10.8416418307,38.5072317114,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,4,3,2,3,2,3,2,0,2
CHEMBL1084581,-12.5221382527,39.775996903,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1084582,-11.6835360619,39.6934492878,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1084583,-11.0988372372,34.7051319604,2,1,0,2,1,2,2,2,3,1,2,2,1,3,3,2,3,2,3,2,3,2,0,2
CHEMBL1084584,-11.8016264159,35.0866342696,2,1,0,2,1,2,2,2,3,1,2,2,1,3,3,2,3,2,3,2,3,2,0,2
CHEMBL1084616,-11.4748167205,39.6381558311,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1084826,-12.3544219897,37.3143349296,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1084827,-12.7023616047,38.1645072493,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1084877,-13.6711875216,37.8751528525,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1084878,-6.07173176767,43.7822505667,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1084879,-8.64989561944,42.7482384966,3,1,1,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1085124,-7.45273272359,40.0154329659,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1085142,-6.86166461997,37.1772229004,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1085325,-9.45169339972,37.4048657927,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1085326,-9.56838312181,38.6795211478,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1085336,-9.41794875195,38.5971672635,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1085337,-8.84835197272,38.5267568628,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,4,3,2,3,2,3,2,0,2
CHEMBL1085396,-10.85790599,41.5423420453,2,3,0,2,1,3,2,2,3,1,2,2,2,4,2,2,3,2,3,2,3,2,0,2
CHEMBL1085397,-9.33974623791,40.3199240537,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1085398,-11.6677780992,41.0475867014,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1085560,-7.57600017723,35.6580499743,2,3,0,2,1,3,2,2,3,1,2,2,4,4,2,4,3,2,3,2,3,2,0,2
CHEMBL1085572,-8.35834388384,39.0369109684,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1085591,-8.90763758424,37.8988225073,2,3,0,2,1,3,2,2,3,1,2,2,2,2,4,2,3,2,3,2,3,4,0,2
CHEMBL1085592,-6.33211517592,39.0396586018,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1085641,-10.7967073392,41.5096835377,2,3,0,2,1,3,2,2,3,1,2,2,2,4,2,2,3,2,3,2,3,2,0,2
CHEMBL1085782,-7.86540812811,35.5427713174,2,3,0,2,1,3,2,2,3,1,2,2,3,3,2,4,3,2,3,2,3,2,0,2
CHEMBL1085783,-12.221373099,41.1346927677,2,1,0,2,1,3,2,2,3,1,2,2,2,2,2,4,3,2,3,2,3,2,0,2
CHEMBL1085800,-8.8646387396,39.263745672,2,3,0,2,1,3,2,2,3,1,2,2,4,4,4,4,3,2,3,2,3,2,0,2
CHEMBL1085828,-10.2154834202,36.0154892386,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,4,3,2,3,2,3,2,0,2
CHEMBL1085829,-6.19126625636,41.6818772617,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1085841,-6.62670047225,37.8490069382,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1085866,-6.33046244988,38.8910565467,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1085964,-10.3276195308,40.4239852958,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,4,3,2,3,2,3,2,0,2
CHEMBL1086032,-10.8561503625,39.3735547174,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1086033,-7.14207484259,37.8118005468,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1086034,-9.4516926277,37.4048735269,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1086072,-9.07517461886,41.9442446748,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1086073,-8.87041118044,41.9429947584,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1086074,-10.080705189,38.1091168524,2,1,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1086098,-11.5439603367,37.68549527,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1086292,-6.183606019,39.073170624,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1086315,-7.61855900832,39.7789383692,2,3,0,2,1,3,2,2,3,1,2,2,4,4,2,2,3,2,3,2,3,2,0,2
CHEMBL108649,29.8156791669,-19.2388826934,4,0,4,4,4,4,4,1,4,3,4,0,4,0,4,4,4,4,4,0,4,4,4,1
CHEMBL1086513,-7.27843245029,40.3237599879,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1086514,-10.0370929588,38.989297688,2,1,1,2,1,3,2,2,3,1,2,2,2,0,3,3,3,2,3,2,3,2,0,2
CHEMBL1086520,-10.5957044827,34.7382951099,2,3,0,2,1,3,2,2,3,1,2,2,2,4,3,2,3,2,3,2,3,2,0,2
CHEMBL1086521,-9.27471135547,40.9655806812,2,3,0,2,1,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1086534,-7.42179211201,40.1957879932,3,1,0,2,1,3,2,2,3,1,2,2,2,3,2,2,3,2,3,2,3,2,0,2
CHEMBL1086561,-6.30583037056,38.1393050162,3,3,0,2,1,2,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,2,0,2
CHEMBL1086704,10.9054206591,12.5058251143,3,3,2,4,3,4,0,3,2,3,3,3,1,2,1,1,0,0,0,3,2,4,3,4
CHEMBL1089040,12.9563659035,-30.5989888187,2,3,0,2,4,4,4,4,4,4,4,4,2,0,2,2,4,3,4,4,4,4,4,4
CHEMBL1089078,3.98593506498,-35.3997396662,3,3,3,3,3,0,3,1,4,3,2,4,3,4,1,1,2,0,0,3,3,1,2,3
CHEMBL1089079,4.23239854212,-34.7272153158,3,3,3,3,3,0,3,1,4,3,2,4,3,1,1,1,2,0,0,3,3,1,2,3
CHEMBL1089080,4.10487647347,-33.6269597759,3,3,3,3,3,0,3,1,4,3,2,4,1,2,1,1,2,0,0,3,3,1,2,3
CHEMBL1089209,3.91261224698,-34.0078657934,4,2,3,3,3,3,3,1,4,3,2,4,1,1,1,1,2,0,0,3,3,1,2,3
CHEMBL1089390,13.5899396092,-30.4865843301,2,3,0,2,4,4,4,4,4,4,4,4,4,4,2,2,4,3,4,4,4,4,4,4
CHEMBL1089681,4.54778236512,-36.1658195432,3,1,3,3,3,0,3,1,4,3,2,4,3,1,1,1,2,0,0,3,3,1,2,3
CHEMBL1090024,4.98384509311,-35.498370419,3,1,3,3,3,0,3,1,4,3,2,4,3,1,1,1,2,0,0,3,3,1,2,3
CHEMBL1090534,2.17629473028,-35.6030277477,3,3,3,3,3,0,3,1,4,3,2,4,1,2,1,1,2,0,0,3,3,4,2,3
CHEMBL1090535,2.77284956849,-35.0359503045,3,3,3,3,3,0,3,1,4,3,2,4,1,2,1,1,2,0,0,3,3,1,2,3
CHEMBL1090750,5.12838043768,-35.8361234673,3,1,3,3,3,0,3,1,4,3,2,4,1,1,1,1,2,0,0,3,3,1,2,3
CHEMBL1090751,3.44183609318,-35.4259652152,3,3,3,3,3,0,3,1,4,3,2,4,1,1,1,1,2,0,0,3,3,1,2,3
CHEMBL1090855,1.63151802663,-35.8122153927,3,3,3,3,3,0,3,1,4,3,2,4,1,1,1,1,2,0,0,3,3,1,2,3
CHEMBL1090856,4.69288404503,-34.8568426341,3,1,3,3,3,3,3,1,4,3,2,4,1,1,1,1,2,0,0,3,3,1,2,3
CHEMBL109130,27.1338786863,-20.0083341948,4,0,4,4,4,4,4,1,4,4,4,0,4,0,4,4,4,4,4,0,4,4,4,1
CHEMBL1091833,4.34992372131,-33.8371418721,3,3,3,3,3,0,3,1,4,3,2,4,3,1,1,1,2,0,0,3,3,1,2,3
CHEMBL1091834,3.6950686914,-37.3681104333,3,3,3,3,3,0,3,1,4,3,2,4,3,1,1,1,2,0,0,3,3,1,2,3
CHEMBL1091835,4.49396846755,-33.6957208008,3,3,3,3,3,0,3,1,4,3,2,4,3,1,1,1,2,0,0,3,3,1,2,3
CHEMBL1091836,4.38357359529,-33.7488006884,3,3,3,3,3,0,3,1,4,3,2,4,3,1,1,1,2,0,0,3,3,1,2,3
CHEMBL1092105,2.1866272806,-32.553613879,3,3,3,3,3,0,3,1,4,3,2,4,1,2,1,1,2,0,0,3,3,1,2,3
CHEMBL1092106,3.05724402312,-34.8377807535,3,3,3,3,3,0,3,1,4,3,2,4,3,1,1,1,2,0,0,3,3,1,2,3
CHEMBL1092107,4.34344947494,-35.6203787303,3,3,3,3,3,0,3,1,4,3,2,4,1,2,1,1,2,0,0,3,3,1,2,3
CHEMBL1092108,6.53636156056,-35.5110716652,3,3,3,3,3,0,3,1,4,3,2,4,3,1,1,1,2,0,0,3,3,1,2,3
CHEMBL1092109,5.92088320842,-35.3351913609,3,3,3,3,3,0,3,1,4,3,2,4,3,1,1,1,2,0,0,3,3,1,2,3
CHEMBL1092753,4.92052780006,-35.4305889393,3,3,3,3,3,0,3,1,4,3,2,4,3,1,1,1,2,0,0,3,3,1,2,3
CHEMBL1093113,3.82308110009,-35.3422292211,3,3,3,3,3,0,3,1,4,3,2,4,3,1,1,1,2,0,0,3,3,1,2,3
CHEMBL1093696,4.48311969982,-34.1360498201,3,3,3,3,3,0,3,1,4,3,2,4,3,1,1,1,2,0,0,3,3,1,2,3
CHEMBL1094027,4.90590378143,-36.1262718852,3,1,3,3,3,0,3,1,4,3,2,4,1,1,1,1,2,0,0,3,3,1,2,3
CHEMBL1094028,3.4785377468,-37.4280332317,3,1,3,3,3,0,3,1,4,3,2,4,3,1,1,1,2,0,0,3,3,1,2,3
CHEMBL1094029,4.89122698433,-36.7506924594,3,3,3,3,3,0,3,1,4,3,2,4,3,1,1,1,2,4,0,3,3,4,2,3
CHEMBL1094030,4.25566769877,-36.5179419651,3,1,3,3,3,0,3,1,4,3,2,4,3,1,1,1,2,0,0,3,3,1,2,3
CHEMBL1094351,-23.708501282,-8.50178510513,3,3,2,4,3,4,0,3,2,3,3,3,1,1,1,1,0,0,0,3,2,4,3,4
CHEMBL1094409,22.4807593968,-31.0049726944,4,0,4,4,4,4,4,4,4,3,4,0,4,0,4,4,4,4,4,0,4,4,4,0
CHEMBL1094410,22.4807623147,-31.0049735519,4,0,4,4,4,4,4,4,4,3,4,0,4,0,4,4,4,4,4,0,4,4,4,0
CHEMBL1094561,-21.3914302757,-4.84055930623,3,3,2,4,3,4,0,3,2,3,3,3,1,2,1,1,0,0,0,3,2,4,3,4
CHEMBL1094562,10.4031809992,12.3865737261,3,3,2,4,3,4,0,3,2,3,3,3,1,2,1,1,0,0,0,3,2,4,3,4
CHEMBL1094893,9.95563346677,12.5147612812,3,3,2,4,3,4,0,3,2,3,3,3,1,2,1,1,0,0,0,3,2,4,3,4
CHEMBL1095011,-25.1154127986,-6.92706865659,3,3,2,4,3,4,0,3,2,3,3,3,4,1,1,1,0,0,0,3,2,4,3,4
CHEMBL1095355,-24.5041887229,-7.27280236137,3,3,2,4,3,4,0,3,2,3,3,3,1,1,1,1,0,0,0,3,2,4,3,4
CHEMBL1095533,10.3368572692,13.6573514694,3,3,2,4,3,0,0,3,2,3,3,3,3,2,1,1,0,0,0,3,2,4,3,4
CHEMBL1095534,10.7641199232,14.2755824933,3,3,2,4,3,4,0,3,2,3,3,3,1,2,1,1,0,0,0,3,2,4,3,4
CHEMBL1095535,-21.4030353122,-6.62918684929,3,3,2,4,3,4,0,3,2,3,3,3,1,2,1,1,0,0,0,3,2,4,3,4
CHEMBL1095547,-24.0906540105,-6.1271169377,3,3,2,4,3,4,0,3,2,3,3,3,1,2,1,1,0,0,0,3,2,4,3,4
CHEMBL1095845,-22.5014098166,-6.88803985561,3,3,2,4,3,4,0,3,2,3,3,3,1,1,1,1,0,0,0,3,2,4,3,4
CHEMBL1095846,-23.2008493776,-8.16827467085,3,3,2,4,3,4,0,3,2,3,3,3,1,1,1,1,0,0,0,3,2,4,3,4
CHEMBL1095847,-23.4467340122,-6.42939609356,3,3,2,4,3,4,0,3,2,3,3,3,1,1,1,1,0,0,0,3,2,4,3,4
CHEMBL1095877,-23.5108066839,-6.52118267217,3,3,2,4,3,4,0,3,2,3,3,3,1,1,1,1,0,0,0,3,2,4,3,4
CHEMBL1096150,9.86425002856,12.4504117083,3,3,2,4,3,4,0,3,2,3,3,3,1,2,1,1,0,0,0,3,2,4,3,4
CHEMBL1096513,28.503981847,-27.9481561701,4,0,4,4,4,4,4,1,4,3,4,0,4,0,4,4,4,4,4,0,4,4,4,0
CHEMBL1096514,31.8942851265,-17.4362010181,4,0,4,4,4,4,4,1,4,3,4,0,4,0,4,4,4,4,4,0,4,1,0,0
CHEMBL1096515,31.8936853386,-17.4198069489,4,0,4,4,4,4,4,1,4,3,4,0,4,0,4,4,4,4,4,0,4,1,0,0
CHEMBL1096516,31.8797763582,-17.3727510404,4,0,4,4,4,4,4,1,4,3,4,0,4,0,4,4,4,4,4,0,4,1,0,0
CHEMBL1096517,31.888304733,-17.3583516228,4,0,4,4,4,4,4,1,4,3,4,0,4,0,4,4,4,4,4,0,4,1,0,0
CHEMBL1096522,-21.8697284747,-6.56958710621,4,4,2,4,3,4,0,3,2,3,3,3,1,1,1,1,0,0,0,3,2,4,3,4
CHEMBL1096700,-21.3028107069,-8.43553499993,3,0,3,4,3,0,0,3,2,3,3,3,1,1,1,1,0,0,0,3,2,4,3,4
CHEMBL1096701,-20.8811909065,-9.19628174108,3,0,3,4,3,0,0,3,2,3,3,3,1,1,1,1,0,0,0,3,2,4,3,4
CHEMBL1096827,12.6144539281,12.9173813184,3,3,2,4,3,4,0,3,2,3,3,3,1,2,1,1,0,0,0,3,2,4,3,4
CHEMBL1096833,10.0761991626,12.7925444829,3,3,2,4,3,4,0,3,2,3,3,3,1,2,1,1,0,0,0,3,2,4,3,4
CHEMBL1097065,10.0245923918,13.8483196687,3,3,2,4,3,4,0,3,2,3,3,3,1,3,1,1,0,0,0,3,2,4,3,4
CHEMBL1097066,10.1450489457,13.792144446,3,3,2,4,3,4,0,3,2,3,3,3,1,3,1,1,0,0,0,3,2,4,3,4
CHEMBL1097143,-23.7715187034,-7.52173209052,3,3,2,4,3,4,0,3,2,3,3,3,1,1,1,1,0,0,0,3,2,4,3,4
CHEMBL1097392,22.4806859744,-31.0049729809,4,0,4,4,4,4,4,4,4,3,4,0,4,0,4,4,4,4,4,0,4,4,4,0
CHEMBL1097393,22.4806928075,-31.004974453,4,0,4,4,4,4,4,4,4,3,4,0,4,0,4,4,4,4,4,0,4,4,4,0
CHEMBL1097394,20.9990639344,-30.659931338,4,0,4,4,4,4,4,4,4,3,4,0,4,0,4,4,4,4,4,0,4,3,4,0
CHEMBL1097480,-23.5601746893,-7.43332441816,3,3,2,4,3,4,0,3,2,3,3,3,1,3,1,1,0,0,0,3,2,4,3,4
CHEMBL1097658,31.8911447186,-17.4160680421,4,0,4,4,4,4,4,1,4,3,4,0,4,0,4,4,4,4,4,0,4,1,0,0
CHEMBL1097705,-18.9822621344,-8.9713034339,3,3,3,3,3,0,0,3,2,3,3,3,3,1,1,3,0,0,0,3,2,4,0,1
