,x,y,"('MACCS', 'bac')","('MACCS', 'bac_gtc')","('MACCS', 'bac_murcko')","('MACCS', 'bac_murcko_generic')","('KR', 'bac')","('KR', 'bac_gtc')","('KR', 'bac_murcko')","('KR', 'bac_murcko_generic')","('MolPrint2D', 'bac')","('MolPrint2D', 'bac_gtc')","('MolPrint2D', 'bac_murcko')","('MolPrint2D', 'bac_murcko_generic')","('EState', 'bac')","('EState', 'bac_gtc')","('EState', 'bac_murcko')","('EState', 'bac_murcko_generic')","('AllSMILESNgram', 'bac')","('AllSMILESNgram', 'bac_gtc')","('AllSMILESNgram', 'bac_murcko')","('AllSMILESNgram', 'bac_murcko_generic')","('ShortestPathCycles', 'bac')","('ShortestPathCycles', 'bac_gtc')","('ShortestPathCycles', 'bac_murcko')","('ShortestPathCycles', 'bac_murcko_generic')"
CHEMBL103983,-25.3124413283,-0.0633797841951,2,3,2,4,4,4,1,4,0,3,3,4,2,0,2,3,3,1,4,4,0,4,4,4
CHEMBL104026,31.6879503463,-7.42273535203,1,0,1,2,0,1,0,0,0,4,4,4,0,1,1,0,1,3,4,3,4,4,4,2
CHEMBL10408,-25.1679704294,-15.5532384442,3,3,3,3,0,3,0,0,1,2,0,0,4,2,0,1,4,4,1,0,2,3,1,0
CHEMBL104144,-13.1652134131,-27.6795041533,2,3,2,2,3,4,0,0,0,3,3,4,3,3,4,3,1,1,3,3,2,3,2,3
CHEMBL104158,31.5394870327,-8.14772176538,1,0,1,2,0,1,0,0,0,4,4,4,0,1,1,0,1,3,4,3,4,4,4,2
CHEMBL104229,-12.4432396424,-27.9428272785,2,3,2,2,3,1,0,0,0,3,3,4,3,0,4,3,1,1,3,3,2,3,2,3
CHEMBL104384,31.6271668857,-9.39449371506,1,0,1,2,0,1,0,0,0,4,4,4,0,1,1,0,1,3,4,3,4,4,4,2
CHEMBL104484,31.6388842909,-9.69114878134,1,0,1,2,0,1,0,0,0,4,4,4,3,1,1,0,1,3,4,3,4,4,4,2
CHEMBL104496,32.3902059553,-9.99176418041,1,0,1,2,0,1,0,0,0,4,4,4,0,1,1,0,1,3,4,3,4,4,4,2
CHEMBL104692,31.9583275388,-10.5255609885,3,0,1,2,0,1,0,0,0,4,4,4,0,1,1,0,1,3,4,3,4,4,4,2
CHEMBL104720,31.3806226008,-7.41450699344,1,0,1,2,0,1,0,0,0,4,4,4,0,1,1,0,1,3,4,3,4,4,4,2
CHEMBL104753,32.2115751606,-9.25821456494,1,0,1,2,0,1,0,0,0,4,4,4,0,1,1,0,1,3,4,3,4,4,4,2
CHEMBL105025,32.088733014,-9.92285206192,1,0,1,2,0,1,0,0,0,4,4,4,0,1,1,0,1,3,4,3,4,4,4,2
CHEMBL105091,32.7799133205,-9.35490158937,1,0,1,2,0,1,0,0,0,4,4,4,0,1,1,0,1,3,4,3,4,4,4,2
CHEMBL105118,31.9533520214,-10.5123877521,3,0,1,2,0,1,0,0,0,4,4,4,0,1,1,0,1,3,4,3,4,4,4,2
CHEMBL105204,-13.3815227802,-27.69166677,2,3,2,2,3,3,0,0,0,3,3,4,3,4,4,3,1,1,3,3,2,3,2,3
CHEMBL105261,33.5017251821,-9.44518627018,1,0,1,2,0,1,0,0,0,4,4,4,0,1,1,0,1,3,4,3,4,4,4,2
CHEMBL105390,-13.4547583635,-27.6556552473,2,3,2,2,3,3,0,0,0,3,3,4,3,4,4,3,1,1,3,3,2,3,2,3
CHEMBL10561,-24.5766182042,-12.8754720542,3,1,3,3,0,3,0,0,1,2,0,0,1,3,0,1,4,4,1,0,2,3,1,0
CHEMBL10570,-25.2632953025,-15.0900197661,3,1,3,3,0,3,0,0,1,2,0,0,4,2,0,1,4,4,1,0,2,3,1,0
CHEMBL105722,32.6494639422,-9.76111777876,1,0,1,2,0,1,0,0,0,4,4,4,0,1,1,0,1,3,4,3,4,4,4,2
CHEMBL105743,32.4285923414,-9.70680661155,1,0,1,2,0,1,0,0,0,4,4,4,0,1,1,0,1,3,4,3,4,4,4,2
CHEMBL105958,32.6088151563,-9.54241272631,1,0,1,2,0,1,0,0,0,4,4,4,0,1,1,0,1,3,4,3,4,4,4,2
CHEMBL10603,14.0353891283,15.0850779839,1,3,1,2,2,1,3,3,3,1,4,0,2,1,2,2,3,3,4,1,0,3,4,0
CHEMBL106283,-27.289135165,0.909673134594,0,3,0,1,3,2,1,4,0,3,3,4,2,0,2,3,3,1,4,4,0,3,4,4
CHEMBL106481,19.2182427316,22.3222736749,2,3,2,2,3,2,0,0,0,3,3,4,1,3,3,4,1,1,3,3,0,2,2,4
CHEMBL10677,-22.6185458373,-14.6057126566,3,1,3,3,0,3,0,0,1,2,0,0,1,3,0,1,4,4,1,0,2,3,1,0
CHEMBL107511,21.5083280641,15.4250891346,4,4,4,3,4,4,1,2,0,3,3,0,4,0,3,0,1,1,1,0,2,2,1,0
CHEMBL107617,23.5452109057,-22.8378831485,2,3,4,3,4,4,1,2,0,3,3,0,4,0,3,0,1,1,1,0,2,2,1,0
CHEMBL10764,12.8126973166,15.0495216733,1,0,1,2,2,1,3,3,3,1,4,0,0,1,1,2,3,3,4,1,0,3,4,0
CHEMBL1077168,2.74462233985,-35.1828980287,4,1,4,4,4,4,1,4,1,3,0,3,4,1,4,4,4,1,4,3,0,2,2,4
CHEMBL1078750,0.519276339344,-35.4140630338,4,1,4,4,4,4,1,4,1,3,0,3,4,2,4,4,4,1,4,3,0,2,2,4
CHEMBL1078751,3.08030433501,-35.4294338547,4,1,4,4,4,4,1,4,1,3,0,3,4,2,4,4,4,1,4,3,0,2,2,4
CHEMBL1078772,1.87706633279,-35.5221900456,4,1,4,4,4,4,1,4,1,3,0,3,4,2,4,4,4,1,4,3,0,2,2,4
CHEMBL1078773,1.61500224607,-35.1658015425,4,1,4,4,4,4,1,4,1,3,0,3,4,1,4,4,4,1,4,3,0,2,2,4
CHEMBL1078953,1.71481928515,-35.1844226382,4,1,4,4,4,4,1,4,1,3,0,3,4,1,4,4,4,1,4,3,0,2,2,4
CHEMBL1078954,2.02623038924,-35.1227088096,4,1,4,4,4,4,1,4,1,3,0,3,4,1,4,4,4,1,4,3,0,2,2,4
CHEMBL1079065,0.462280741059,-35.1098760386,4,1,4,4,4,4,1,4,1,3,0,3,4,1,4,4,4,1,4,3,0,2,2,4
CHEMBL1079066,2.60006499646,-34.9646163941,4,1,4,4,4,4,1,4,1,3,0,3,4,1,4,4,4,1,4,3,0,2,2,4
CHEMBL10793,13.0906360656,15.1279792087,1,0,1,2,2,2,3,3,3,1,4,0,0,1,2,2,3,3,4,1,0,3,4,0
CHEMBL10796,11.364545418,15.2103069462,1,3,1,2,2,2,3,3,3,1,4,0,2,1,2,2,3,3,4,1,0,3,4,0
CHEMBL1082862,2.16357363779,-35.068260864,4,1,4,4,4,4,1,4,1,3,0,3,4,1,4,4,4,1,4,3,0,2,2,4
CHEMBL1083181,2.28895660589,-35.2787924359,4,1,4,4,4,4,1,4,1,3,0,3,4,2,4,4,4,1,4,3,0,2,2,4
CHEMBL1083182,0.0556707515233,-33.705030831,4,1,4,4,4,4,1,4,1,3,0,3,4,2,4,4,4,1,4,3,0,2,2,4
CHEMBL1084658,1.64146603665,-35.3625089982,4,1,4,4,4,4,1,4,1,3,0,3,4,1,4,4,4,1,4,3,0,2,2,4
CHEMBL1086156,-0.768454999135,-33.4195788062,4,1,4,4,4,4,1,4,1,3,0,3,4,2,4,4,4,1,4,3,0,4,2,4
CHEMBL1087942,0.219050880154,-34.9792854642,4,1,4,4,4,4,1,4,1,3,0,3,4,1,4,4,4,1,4,3,0,2,2,4
CHEMBL1088072,1.59439999311,-35.7766579576,4,1,4,4,4,4,1,4,1,3,0,3,4,1,4,4,4,1,4,3,0,4,2,4
CHEMBL1091933,-2.33500270761,-28.3114538316,4,1,4,4,4,4,1,4,1,3,3,3,4,2,4,4,4,1,4,4,0,4,4,4
CHEMBL1094100,-17.6905322303,6.24096778585,4,4,4,4,4,4,1,2,1,4,0,0,3,2,2,2,4,4,1,0,4,4,1,0
CHEMBL1094101,-16.2918522331,7.00320028943,4,4,4,4,4,4,1,2,1,4,0,0,4,2,2,2,4,4,1,0,4,4,1,0
CHEMBL1094556,-11.2332456566,12.6520897613,0,0,3,0,0,1,3,1,3,2,0,1,1,0,0,0,3,4,2,1,4,1,1,1
CHEMBL1094557,-11.0885299033,12.8896188236,0,0,3,0,0,1,3,1,3,2,0,1,1,2,0,0,3,4,2,1,4,1,1,1
CHEMBL1094558,-11.1928005271,12.7889503025,0,0,3,0,0,1,3,1,3,2,0,1,1,0,0,0,3,4,2,1,4,1,1,1
CHEMBL1094872,-11.5311182424,13.1396908021,0,0,3,0,0,1,3,1,3,2,0,1,1,0,0,0,3,4,2,1,4,1,1,1
CHEMBL1094908,-1.10034357553,-28.661795663,4,4,4,4,4,4,1,4,1,3,3,3,4,2,4,4,4,4,4,4,0,4,4,4
CHEMBL1095245,-0.773450311144,-0.605453085439,0,0,3,0,2,0,2,1,2,0,1,1,1,3,0,1,0,0,0,1,1,1,3,2
CHEMBL1095256,-2.98877487011,2.84645613986,2,0,4,3,2,0,2,1,2,0,2,2,4,4,0,4,0,0,0,2,1,0,3,2
CHEMBL109526,23.4842902354,-22.032353617,2,3,4,3,4,4,1,2,0,3,3,0,4,0,3,0,1,1,1,0,2,2,1,0
CHEMBL1095671,-15.8806801267,6.81395409571,4,4,4,4,4,4,1,2,1,4,0,0,3,0,2,2,4,4,1,0,4,4,1,0
CHEMBL1096044,-17.6895882476,6.2411952689,4,4,4,4,4,4,1,2,1,4,0,0,3,2,2,2,4,4,1,0,4,4,1,0
CHEMBL1096155,-11.0928682027,12.6164067318,0,0,3,0,0,1,3,1,3,2,0,1,1,0,0,0,3,4,2,1,4,1,1,1
CHEMBL1096156,-10.6925471327,13.0209993476,0,0,3,0,0,1,3,1,3,2,0,1,1,2,0,0,3,4,2,1,4,1,1,1
CHEMBL1096476,-11.0992554434,11.303798174,0,0,3,0,0,1,3,1,3,2,0,1,1,0,0,0,3,4,2,1,4,1,1,1
CHEMBL1096477,-11.4528884245,13.0861403253,0,0,3,0,0,1,3,1,3,2,0,1,1,0,0,0,3,4,2,1,4,1,1,1
CHEMBL1096529,-11.5865369412,12.8232079671,0,0,3,0,0,1,3,1,3,2,0,1,1,0,0,0,3,4,2,1,4,1,1,1
CHEMBL1096530,-11.3666498922,13.2131321891,0,0,3,0,0,1,3,1,3,2,0,1,1,0,0,0,3,4,2,1,4,1,1,1
CHEMBL1096540,-10.8097442417,13.0488481325,0,0,3,0,0,1,3,1,3,2,0,1,1,2,0,0,3,4,2,1,4,1,1,1
CHEMBL1096671,-10.66481535,13.1259352495,0,0,3,0,0,1,3,1,3,2,0,1,1,2,0,0,3,4,2,1,4,1,1,1
CHEMBL1096802,-11.086966663,11.2886652253,0,0,3,0,0,1,3,1,3,2,0,1,1,0,0,0,3,4,2,1,4,1,1,1
CHEMBL1096903,-2.35815164782,4.27411331896,2,3,2,2,2,1,2,1,2,4,2,2,1,2,0,1,0,2,0,2,1,4,3,2
CHEMBL1097181,-11.0671943318,12.6419784538,0,0,3,0,0,1,3,1,3,2,0,1,1,0,0,0,3,4,2,1,4,1,1,1
CHEMBL1097484,-10.768504922,13.2993764632,0,0,3,0,0,1,3,1,3,2,0,1,1,2,0,0,3,4,2,1,4,1,1,1
CHEMBL1098133,-10.9439610582,13.399787171,0,0,3,0,0,1,3,1,3,2,0,1,1,2,0,0,3,4,2,1,4,1,1,1
CHEMBL1098134,-11.3272634284,13.6832105101,0,0,3,0,0,1,3,1,3,2,0,1,1,0,0,0,3,4,2,1,4,1,1,1
CHEMBL1098230,22.6286462956,15.9751495189,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4
CHEMBL109839,24.1199149007,-22.5020838523,2,3,4,3,4,4,1,2,0,3,3,0,4,0,3,0,1,1,1,0,2,2,1,0
CHEMBL1098483,-11.3850474599,13.2717538983,0,0,3,0,0,1,3,1,3,2,0,1,1,0,0,0,3,4,2,1,4,1,1,1
CHEMBL1098904,-2.23828679302,1.37387895967,0,1,3,0,1,0,2,1,2,0,1,1,1,3,0,1,0,0,0,1,1,0,0,1
CHEMBL1099255,-3.8192814793,5.66350171399,2,0,4,3,2,0,2,1,2,0,2,2,4,0,0,4,0,0,0,2,1,0,3,2
CHEMBL110317,23.7545325925,-20.3297741327,4,4,4,3,4,4,1,2,0,3,3,0,2,0,3,0,1,1,1,0,2,2,1,0
CHEMBL110318,23.7211230479,-22.6541099577,2,3,2,4,4,4,4,4,0,3,3,4,4,0,4,4,1,1,3,3,2,2,4,4
CHEMBL110365,-14.1361208017,-1.70142180598,0,3,0,1,1,0,2,1,2,0,2,0,0,3,1,2,0,0,2,1,1,0,3,1
CHEMBL11065,-22.9909164951,-18.348734974,3,3,3,3,0,3,0,0,1,2,0,0,1,3,0,1,4,4,1,0,2,3,1,3
CHEMBL11066,-22.9907162697,-18.3488580811,3,3,3,3,0,3,0,0,1,2,0,0,1,3,0,1,4,4,1,0,2,3,1,3
CHEMBL111021,-2.86597194508,20.8600369555,2,3,2,2,3,2,1,4,4,2,4,3,1,3,0,1,3,1,1,3,0,2,2,3
CHEMBL111065,-4.0660312957,19.7196549841,2,3,2,2,3,2,1,4,4,2,4,3,1,3,0,1,3,1,1,3,0,2,2,3
CHEMBL111150,23.5452057773,-22.8378887636,2,3,4,3,4,4,1,2,0,3,3,0,4,0,3,0,1,1,1,0,2,2,1,0
CHEMBL111184,-1.18854009714,6.34945577591,3,1,3,3,3,0,4,3,4,1,2,0,1,3,0,1,4,4,1,0,4,4,3,2
CHEMBL1112,10.8157439965,1.86502187457,0,3,0,1,1,0,2,2,2,0,2,1,0,3,2,3,0,0,2,1,3,0,3,1
CHEMBL111283,23.7046207069,-22.6831307577,2,3,4,3,4,4,1,2,0,3,3,0,4,0,3,0,1,1,1,0,2,2,1,0
CHEMBL111284,23.8927180609,-21.7480293943,2,3,4,3,4,4,1,2,0,3,3,0,4,0,3,0,1,1,1,0,2,2,1,0
CHEMBL1113,-1.87049773236,-23.460860178,1,0,3,1,4,3,4,2,4,4,4,0,4,3,4,1,4,3,4,4,4,4,4,0
CHEMBL111376,24.0665567854,-22.3076198943,2,3,4,3,4,4,1,2,0,3,3,0,4,0,3,0,1,1,1,0,2,2,1,0
CHEMBL11170,-24.9079864562,-18.0402612878,3,1,3,3,0,3,0,0,1,2,0,0,4,2,0,1,4,4,1,0,2,3,1,3
CHEMBL111713,-3.69028206348,20.8217151142,2,3,2,2,3,2,1,4,4,2,4,3,1,2,2,3,3,1,1,3,0,2,2,3
CHEMBL112841,-3.79558442518,20.9155960385,2,3,2,2,3,2,1,4,4,2,4,3,1,3,0,1,3,1,1,3,0,2,2,3
CHEMBL11294,-24.9081217031,-18.0399362519,3,1,3,3,0,3,0,0,1,2,0,0,4,2,0,1,4,4,1,0,2,3,1,3
CHEMBL113238,-0.302527082204,5.60716689159,3,1,3,3,3,0,4,3,4,1,2,0,1,3,0,1,4,4,1,0,4,4,3,2
CHEMBL113326,-1.23945402905,20.2717480462,3,3,2,2,3,2,1,4,4,2,4,3,4,3,0,1,3,1,1,3,0,2,2,3
CHEMBL11363,-24.4712069265,-17.5237770847,3,3,3,3,0,3,0,0,1,2,0,0,4,2,0,1,4,4,1,0,2,3,1,3
CHEMBL11365,-24.9077304014,-18.0404793841,3,1,3,3,0,3,0,0,1,2,0,0,4,2,0,1,4,4,1,0,2,3,1,3
CHEMBL113752,-29.2458570292,-5.8261753991,2,3,2,2,3,2,1,4,0,3,3,4,1,2,3,4,1,1,3,3,0,2,4,3
CHEMBL11381,-23.7437894066,-19.0745226444,3,1,3,3,0,3,0,0,1,2,0,0,1,3,0,1,4,4,1,0,2,3,1,3
CHEMBL11386,-23.638404145,-19.9056756939,3,1,3,3,0,3,0,0,1,2,0,0,1,3,0,1,4,4,1,0,2,3,1,3
CHEMBL11387,-23.6384033513,-19.9056755955,3,1,3,3,0,3,0,0,1,2,0,0,1,3,0,1,4,4,1,0,2,3,1,3
CHEMBL11388,-23.7434008756,-19.0749770962,3,1,3,3,0,3,0,0,1,2,0,0,1,3,0,1,4,4,1,0,2,3,1,3
CHEMBL113960,8.81606199903,-25.2727673601,2,4,2,4,4,2,1,4,0,3,3,3,4,2,4,4,1,1,3,3,0,2,4,3
CHEMBL114452,-2.39662431147,20.4344419333,2,3,2,2,3,2,1,4,4,2,4,3,1,3,0,1,3,1,1,3,0,2,2,3
CHEMBL114453,-7.53888746676,20.4120765386,3,3,2,2,3,2,1,4,4,2,4,3,1,3,0,1,3,1,1,3,0,2,2,3
CHEMBL114893,9.4574421239,-23.5230763253,2,1,2,4,4,2,1,4,0,4,3,3,4,2,4,4,1,1,3,3,0,2,4,3
CHEMBL115003,9.49252723224,-23.5345239185,2,4,2,4,4,2,1,4,0,4,3,3,4,2,4,4,1,1,3,3,0,2,4,3
CHEMBL11577,-19.8736143334,-19.0733693149,3,3,3,2,2,1,3,3,1,2,4,0,2,3,2,0,4,4,4,0,2,3,4,0
CHEMBL116209,27.2464680244,-16.8336399967,4,1,4,3,4,4,1,2,4,4,0,0,4,0,4,0,4,4,1,0,2,4,1,0
CHEMBL116314,21.9482037498,-24.9059943244,0,3,2,1,3,4,3,3,0,3,3,4,2,3,2,3,1,1,3,4,2,2,4,4
CHEMBL116444,-12.6903926425,-10.29755606,2,3,2,2,3,2,1,4,0,3,3,4,4,2,3,4,1,1,3,4,0,2,4,3
CHEMBL116448,18.9173676018,-13.1762253073,4,2,4,4,3,1,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4
CHEMBL116626,8.57573480821,-25.5103739069,2,1,2,4,4,2,1,4,0,4,3,3,4,2,4,4,1,1,3,3,0,2,4,3
CHEMBL116809,8.81605668015,-25.2727637813,2,4,2,4,4,2,1,4,0,3,3,3,4,2,4,4,1,1,3,3,0,2,4,3
CHEMBL116940,29.0284724621,-17.2388884096,4,1,4,3,4,4,1,2,4,4,0,0,4,0,4,0,4,4,1,0,2,4,1,0
CHEMBL1170237,16.0718038322,-25.9531526853,4,4,4,4,4,4,4,4,0,4,3,4,4,4,4,4,4,4,4,3,4,3,1,0
CHEMBL117157,20.2382394573,-24.4411401917,4,0,2,1,3,4,3,3,0,3,3,4,2,0,2,3,1,1,3,4,2,2,4,4
CHEMBL117269,8.57573759446,-25.5103864634,2,1,2,4,4,2,1,4,0,4,3,3,4,2,4,4,1,1,3,3,0,2,4,3
CHEMBL11729,-18.8057279717,-16.7098131729,3,3,3,2,2,1,3,3,1,2,4,0,3,0,3,0,4,4,4,0,2,3,1,0
CHEMBL1173331,14.4170950617,-26.0895885079,4,4,4,4,4,4,4,4,0,4,3,4,4,4,4,4,4,4,4,3,4,3,1,0
CHEMBL117405,21.322706944,-8.74804895583,2,3,4,3,3,4,1,2,0,3,3,0,4,0,3,0,1,1,1,0,0,2,1,0
CHEMBL117689,27.2464724927,-16.8336292248,4,1,4,3,4,4,1,2,4,4,0,0,4,0,4,0,4,4,1,0,2,4,1,0
CHEMBL11770,-24.9074940171,-18.0411311251,3,1,3,3,0,3,0,0,1,2,0,0,4,2,0,1,4,4,1,0,2,3,1,3
CHEMBL11771,-23.244095356,-18.5184661959,3,3,3,3,0,3,0,0,1,2,0,3,4,3,0,1,4,4,1,0,2,3,1,3
CHEMBL117825,9.46116523236,-23.5379082977,2,1,2,4,4,2,1,4,0,4,3,3,4,2,4,4,1,1,3,3,0,2,4,3
CHEMBL117972,25.2455509355,-7.10565723927,2,3,4,3,3,2,1,4,0,3,3,4,2,0,2,3,1,4,3,3,0,2,1,3
CHEMBL1181770,-1.2647445436,-18.3213617945,3,3,3,4,2,2,3,3,4,4,4,4,2,3,2,2,4,4,4,4,0,4,4,4
CHEMBL1182155,1.25399577318,-30.7772957858,4,3,4,4,4,4,1,4,1,3,0,3,4,1,4,4,4,1,4,3,0,2,2,4
CHEMBL118360,10.292086307,-7.78619254652,3,3,4,3,4,3,4,4,0,2,0,1,0,3,1,2,4,3,2,3,4,2,1,0
CHEMBL1185,21.0127880865,14.5910696168,3,3,4,3,4,3,4,4,0,3,3,4,0,0,2,3,1,1,4,4,2,2,4,4
CHEMBL11880,-24.5622483482,-19.2141186474,3,1,3,3,0,3,0,0,1,2,0,3,1,3,0,1,4,4,1,0,2,3,1,3
CHEMBL11896,-19.9458785898,-18.2813619398,3,3,3,2,2,1,3,3,1,2,4,0,2,3,2,0,4,4,4,0,2,3,4,0
CHEMBL119264,10.5481366974,-8.03861139768,3,3,4,3,4,3,4,4,0,2,0,1,0,3,1,2,4,3,2,3,4,2,1,0
CHEMBL119323,27.2693005925,-16.7398271485,4,1,4,3,4,4,1,2,4,4,0,0,4,0,4,0,4,4,1,0,2,4,1,0
CHEMBL119455,25.5664493972,22.6569832604,3,3,3,3,3,3,4,3,1,2,0,3,1,3,0,1,4,4,1,0,2,3,1,3
CHEMBL119584,29.0463139056,-17.2426632993,4,1,4,3,4,3,1,2,4,4,0,0,4,0,4,0,4,4,1,0,2,4,1,0
CHEMBL119800,10.1711391789,-7.65475554376,3,3,4,3,4,3,4,4,0,2,0,1,0,3,1,2,4,3,2,3,4,2,1,0
CHEMBL119927,20.3598067048,-24.0364649361,0,3,2,1,3,4,3,3,0,3,3,4,3,4,2,3,1,1,3,4,2,2,4,4
CHEMBL120055,19.9107405298,-24.2206208381,0,3,2,1,3,3,3,3,0,3,3,4,2,3,2,3,1,1,3,4,2,2,4,4
CHEMBL12021,-18.2856426524,-18.2313062699,3,3,1,3,0,3,0,2,1,2,4,0,1,0,0,0,4,4,4,0,2,3,1,0
CHEMBL120272,21.7329396565,-24.9747442784,3,3,2,1,3,4,3,3,0,3,3,4,2,4,2,3,1,1,3,4,2,2,4,4
CHEMBL120480,19.8270057126,-24.4541771713,4,0,2,1,3,4,3,3,0,3,3,4,2,0,2,3,1,1,3,4,2,2,4,4
CHEMBL120514,21.9742392604,-24.9032035317,0,3,2,1,3,4,3,3,0,3,3,4,2,3,2,3,1,1,3,4,2,2,4,4
CHEMBL1209157,-5.37074207917,-22.4461246074,3,1,3,2,3,3,0,0,1,4,4,4,1,2,0,0,3,4,4,4,4,4,4,4
CHEMBL1209158,-5.32777273849,-22.489217656,3,0,3,2,4,4,1,4,1,4,4,4,1,2,0,0,3,4,4,4,4,4,4,4
CHEMBL120927,26.3545351504,21.5573297459,3,4,4,3,3,3,4,3,1,2,0,3,1,0,0,0,4,4,4,4,2,3,4,3
CHEMBL12108,-25.3429217159,-19.4510816476,4,3,3,3,0,3,0,0,1,2,0,0,4,1,0,1,4,4,1,0,2,3,1,3
CHEMBL121207,21.8386538401,-24.9876441125,3,3,2,1,3,4,3,3,0,3,3,4,2,4,2,3,1,1,3,4,2,2,4,4
CHEMBL121340,25.925691838,19.72608749,3,3,3,3,0,3,0,3,1,4,4,3,3,3,4,1,4,4,4,0,2,3,4,3
CHEMBL1214829,-15.5875514182,-13.2893852545,3,0,3,0,2,1,2,2,1,4,4,0,4,3,3,0,3,2,4,0,0,4,1,0
CHEMBL1214830,-14.7859302705,-13.3224979014,0,3,3,0,2,1,2,2,1,4,4,0,4,3,3,0,3,2,4,0,0,4,1,0
CHEMBL1214831,-15.0280680726,-13.1647517506,0,3,3,0,2,1,2,2,1,4,4,0,4,3,3,0,3,2,4,0,0,4,1,0
CHEMBL1214891,-14.8702757346,-13.0757350375,0,3,3,0,2,1,2,2,1,4,4,0,4,3,3,0,3,2,4,0,0,4,1,0
CHEMBL1214892,-14.9706102645,-13.0487729123,0,3,3,0,2,1,2,2,1,4,4,0,4,3,3,0,3,2,4,0,0,4,1,0
CHEMBL1214893,-14.6483005149,-12.9209725882,0,3,3,0,2,1,2,2,1,4,4,0,4,4,3,0,3,2,4,0,0,4,1,0
CHEMBL1214894,-14.4754252405,-13.2486281756,0,3,3,0,2,1,2,2,1,4,4,0,4,3,3,0,3,2,4,0,0,4,1,0
CHEMBL1214895,-14.9516243931,-13.2208737217,0,3,3,0,2,1,2,2,1,4,4,0,4,3,3,0,3,2,4,0,0,4,1,0
CHEMBL1214958,-15.0177277232,-13.0380120233,0,3,3,0,2,1,2,2,1,4,4,0,4,4,3,0,3,2,4,0,0,4,1,0
CHEMBL1214959,-14.8803927806,-13.0458516741,0,3,3,0,2,1,2,2,1,4,4,0,4,3,3,0,3,2,4,0,0,4,1,0
CHEMBL1214960,-15.401955932,-12.9177241924,0,3,3,0,2,1,2,2,1,4,4,0,4,4,3,0,3,2,4,0,0,4,1,0
CHEMBL1214961,-15.6740495994,-13.2210273447,0,3,3,0,2,1,2,2,1,4,4,0,4,3,3,0,3,2,4,0,0,4,1,0
